ppm HF Concentration mole,X (m),Y (m),Z (m)
186,45.92,65.9,42.16
72,45.52,64.74,40.52
17,45.97,65.89,46.37
182,45.37,65.07,42.87
65,45.05,64.06,41.35
2,45.84,65.89,51.42
41,45.53,65.05,46.91
74,44.71,63.65,43.3
7,15.4,67.49,41.32
7,14.33,67.48,41.39
11,14.64,67.48,40.5
19,44.85,63.64,47.22
10,14.62,67.11,40.35
5,15.41,67.5,43.99
5,15.34,67.5,42.73
5,15.58,67.37,41.61
10,15.79,67.5,40.88
6,16.93,66.8,40.4
32,30.09,61.37,40.58
21,31.69,59.52,40.43
15,6.37,67.47,40.46
5,14.34,67.48,43.98
6,14.34,67.48,42.69
8,12.64,67.47,41.14
6,14.44,67.32,41.51
8,14.72,67.33,40.64
18,4.84,67.47,40.49
15,4.81,67.08,40.37
18,4.85,67.47,41.42
6,14.7,66.78,40.65
5,12.59,66.33,40.41
3,15.99,65.94,40.41
4,15.42,67.49,46.52
5,15.41,67.49,45.22
5,15.55,67.36,44.08
5,15.78,67.52,43.59
5,15.56,67.38,42.69
4,15.63,67.08,41.72
7,15.94,67.39,41.19
2,17.29,66.37,40.91
98,30.09,61.29,41.58
61,31.69,59.4,41.42
4,33.13,55.84,39.48
8,11.02,67.47,41.14
6,11.01,67.15,40.39
12,7.54,67.47,41.15
10,7.54,67.25,40.36
10,6.61,67.01,40.37
14,6.45,67.47,41.37
12,6.39,67.27,40.64
9,5.64,66.4,40.39
3,14.34,67.48,46.51
4,14.34,67.48,45.25
4,12.64,67.47,43.32
5,14.44,67.32,44.05
5,14.44,67.32,42.78
7,12.72,67.28,41.29
5,14.74,66.87,41.59
6,14.81,66.98,40.81
9,4.8,66.73,40.71
14,4.84,67.27,40.67
12,4.85,67.27,41.52
11,4.85,67.47,42.77
3,15.45,67.49,49.04
3,12.77,65.87,40.95
2,16.11,65.66,40.94
2,10.73,64.91,40.51
4,15.55,67.35,46.6
4,15.78,67.5,45.86
4,15.55,67.35,45.23
5,15.6,67.11,44.2
5,15.91,67.39,43.35
5,15.6,67.07,42.74
2,16.09,65.98,41.61
10,28.17,59.72,41.49
18,31.7,59.3,43.36
9,29.77,57.81,41.14
13,33.15,55.68,40.47
2,14.34,67.48,49.02
3,8.19,65.26,40.52
10,9.13,67.47,41.15
7,9.23,66.51,40.42
4,11.01,67.47,43.32
7,11.05,67.26,41.29
5,11.04,66.84,40.67
6,7.56,67.47,42.72
9,7.56,67.27,41.3
7,7.56,66.97,40.62
6,6.71,66.66,40.71
6,7.4,66.16,40.42
10,6.45,67.27,41.49
8,6.45,67.47,42.75
3,7.56,67.47,44.03
2,7.27,64.72,40.54
4,6.46,65.36,40.48
8,6.53,66.86,40.84
5,5.65,66.09,40.88
7,4.67,65.44,40.47
7,3.76,64.86,40.53
2,12.65,67.47,45.89
2,14.44,67.32,46.55
4,14.43,67.32,45.29
4,12.71,67.28,43.41
5,14.83,66.99,44.03
5,14.78,66.93,42.76
4,12.79,66.35,41.54
10,4.83,66.9,40.85
9,4.83,66.82,41.61
10,4.85,67.27,42.81
4,4.85,67.47,44.06
2,15.55,67.35,49.11
3,15.81,67.49,48.41
2,15.55,67.35,47.72
3,15.63,67.12,46.67
3,15.91,67.38,45.91
4,15.61,67.11,45.27
4,16.23,66,43.41
8,26.56,61.58,41.59
2,29.76,57.73,43.4
3,29.96,57.34,41.89
2,28.17,59.63,43.4
3,33.19,55.46,42.86
2,14.44,67.32,49.06
4,9.22,66.11,40.94
4,9.13,67.47,43.35
9,9.16,67.26,41.3
4,11.06,67.27,43.41
5,11.06,66.92,41.45
6,7.56,67.27,42.79
8,7.55,67.01,41.4
4,7.42,65.92,41.01
7,6.67,66.74,41.59
7,6.45,67.27,42.8
3,6.45,67.47,44.04
4,7.56,67.27,44.06
3,5.52,64.78,40.52
2,6.48,65.16,41.22
6,5.66,66.2,41.63
3,4.68,65.28,41.18
2,3.76,64.76,41.4
4,3.71,64.23,40.56
2,12.72,67.28,45.93
2,14.86,66.95,46.54
4,14.82,66.97,45.4
3,12.9,66.14,43.43
2,10.76,65.13,41.8
8,3.91,66.3,41.64
8,4.83,66.8,42.83
5,4.85,67.27,44.07
2,15.8,67.48,50.82
2,15.64,67.15,49.21
3,15.92,67.36,48.39
2,15.63,67.12,47.73
2,16.34,66.04,46.16
2,8.27,65.05,41.94
4,11.07,66.92,43.46
4,9.15,67.27,43.42
5,9.25,66.41,41.59
5,7.55,67.02,42.83
4,7.44,65.95,41.73
6,6.64,66.72,42.83
4,6.45,67.27,44.07
4,7.55,67.02,44.08
2,6.44,65.24,41.87
5,5.66,66.11,42.83
3,4.74,65.38,41.85
2,3.78,64.86,42
3,2.79,63.68,40.58
2,1.83,62.86,40.59
2,12.97,66.17,46.02
2,10.89,64.68,43.39
6,3.9,66.22,42.83
5,4.83,66.8,44.08
2,4.85,67.27,45.33
2,11.07,66.92,45.96
2,8.23,64.92,42.81
4,9.25,66.3,43.46
4,7.42,65.89,42.83
2,7.55,67.02,45.33
4,6.64,66.72,44.08
2,6.47,65.06,42.81
4,5.66,66.11,44.08
3,4.7,65.22,42.81
2,3.74,64.42,42.78
5,3.9,66.22,44.08
2,4.83,66.8,45.33
3,2.95,65.39,44.08
2,9.25,66.3,45.96
2,8.23,64.93,44.08
3,7.42,65.89,44.08
2,6.64,66.72,45.33
2,6.47,65.08,44.08
2,5.66,66.11,45.33
2,4.71,65.24,44.08
2,3.9,66.22,45.33
