ppm HF Concentration mole,X (m),Y (m),Z (m)
811,6.55,92.59,42.2
812,6.55,92.59,42.19
812,6.55,92.59,42.18
812,6.55,92.59,42.17
813,6.55,92.59,42.16
813,6.55,92.59,42.15
814,6.55,92.59,42.13
813,6.55,92.59,42.14
805,6.55,92.59,42.39
804,6.55,92.59,42.41
804,6.55,92.59,42.42
806,6.55,92.59,42.36
806,6.55,92.59,42.35
807,6.55,92.59,42.33
807,6.55,92.59,42.34
823,6.55,92.59,41.87
824,6.55,92.59,41.85
824,6.55,92.59,41.84
824,6.55,92.59,41.86
824,6.55,92.58,41.87
824,6.55,92.58,41.85
825,6.55,92.58,41.84
808,6.55,92.59,42.31
807,6.55,92.59,42.32
808,6.55,92.59,42.3
808,6.55,92.59,42.29
809,6.55,92.59,42.28
809,6.55,92.59,42.27
809,6.55,92.59,42.26
810,6.55,92.59,42.25
810,6.55,92.59,42.24
810,6.55,92.59,42.23
811,6.55,92.59,42.22
811,6.55,92.59,42.21
812,6.55,92.59,42.2
811,6.55,92.59,42.2
812,6.55,92.58,42.2
811,6.55,92.58,42.2
812,6.55,92.59,42.19
811,6.55,92.59,42.19
812,6.55,92.58,42.19
811,6.55,92.58,42.19
812,6.55,92.59,42.18
812,6.55,92.59,42.18
812,6.55,92.58,42.18
812,6.55,92.58,42.18
813,6.55,92.59,42.17
812,6.55,92.59,42.17
813,6.55,92.58,42.17
812,6.55,92.58,42.17
814,6.55,92.59,42.12
815,6.55,92.59,42.11
815,6.55,92.59,42.11
815,6.55,92.59,42.1
813,6.55,92.59,42.16
813,6.55,92.59,42.16
813,6.55,92.58,42.16
812,6.55,92.58,42.16
813,6.55,92.59,42.15
813,6.55,92.59,42.15
813,6.55,92.58,42.15
813,6.55,92.58,42.15
814,6.55,92.59,42.13
814,6.55,92.59,42.13
814,6.55,92.58,42.13
813,6.55,92.58,42.13
814,6.55,92.59,42.14
813,6.55,92.59,42.14
814,6.55,92.58,42.14
813,6.55,92.58,42.14
816,6.55,92.59,42.08
816,6.55,92.59,42.09
816,6.55,92.59,42.07
817,6.55,92.59,42.06
800,6.55,92.59,42.52
801,6.55,92.59,42.51
801,6.55,92.59,42.5
801,6.55,92.59,42.49
802,6.55,92.59,42.48
802,6.55,92.59,42.47
802,6.55,92.59,42.46
803,6.55,92.59,42.45
803,6.55,92.59,42.44
803,6.55,92.59,42.43
804,6.55,92.58,42.42
804,6.55,92.59,42.4
804,6.55,92.58,42.41
805,6.55,92.59,42.37
805,6.55,92.59,42.38
805,6.55,92.58,42.39
792,6.55,92.59,42.79
798,6.55,92.59,42.59
800,6.55,92.59,42.53
800,6.55,92.59,42.53
805,6.55,92.59,42.39
805,6.55,92.59,42.39
804,6.55,92.58,42.39
804,6.55,92.59,42.41
804,6.55,92.59,42.41
804,6.55,92.58,42.41
804,6.55,92.59,42.42
804,6.55,92.59,42.42
803,6.55,92.58,42.42
806,6.55,92.58,42.36
806,6.55,92.58,42.35
807,6.55,92.58,42.34
807,6.55,92.58,42.33
806,6.55,92.59,42.36
806,6.55,92.58,42.36
806,6.55,92.59,42.36
806,6.55,92.59,42.35
806,6.55,92.58,42.35
806,6.55,92.59,42.35
807,6.55,92.59,42.33
807,6.55,92.58,42.33
807,6.55,92.59,42.33
807,6.55,92.59,42.34
806,6.55,92.58,42.34
806,6.55,92.59,42.34
833,6.55,92.59,41.58
833,6.55,92.58,41.58
833,6.55,92.58,41.58
823,6.55,92.59,41.88
824,6.55,92.59,41.87
823,6.55,92.59,41.87
823,6.55,92.58,41.87
824,6.55,92.59,41.85
824,6.55,92.59,41.85
823,6.55,92.58,41.85
825,6.55,92.58,41.83
825,6.55,92.59,41.83
825,6.55,92.59,41.84
824,6.55,92.59,41.84
824,6.55,92.58,41.84
825,6.55,92.59,41.82
817,6.55,92.59,42.05
817,6.55,92.59,42.04
818,6.55,92.59,42.03
818,6.55,92.59,42.02
823,6.55,92.58,41.88
824,6.55,92.59,41.86
