ppm HF Concentration mole,X (m),Y (m),Z (m)
2,33.19,55.45,42.86
9,26.11,56.1,43.04
8,33.15,55.65,47.21
12,26.1,56.27,47.21
3,26.1,56.27,52.21
6,33.15,55.65,52.21
5,29.35,52.3,42.59
3,25.47,49.25,39.45
2,21.61,46.23,38.1
10,22.29,52.91,42.75
4,36.36,51.82,47.21
10,29.32,52.44,47.21
5,22.27,53.05,47.21
4,29.32,52.44,52.21
4,36.36,51.82,52.21
3,32.56,48.54,42.1
7,25.5,49.12,42.38
5,21.64,46.09,39.09
4,17.78,43.04,37.78
8,18.45,49.74,42.49
2,20.87,38.03,37.13
5,13.84,38.62,37.3
2,39.58,47.99,47.21
7,32.53,48.61,47.21
5,25.49,49.22,47.21
3,18.44,49.84,47.21
2,46.44,25.7,40.49
3,32.53,48.61,52.21
2,39.58,47.99,52.21
2,35.69,44.85,42.01
2,28.05,38.46,37.93
2,32.42,40.93,38.96
5,28.71,45.36,42.03
2,21.07,40.41,37.41
3,24.82,42.33,38.55
7,21.66,45.96,42.2
5,17.81,42.92,38.77
5,14.06,41.01,37.58
6,14.62,46.56,42.29
7,6.93,40.43,37.6
4,20.9,37.93,38.13
5,13.87,38.52,38.3
3,17.13,35.89,36.93
5,10.1,36.48,37.09
6,3.03,35.95,37.04
5,35.74,44.78,47.21
5,28.7,45.39,47.21
2,21.66,46.01,47.21
3,14.61,46.62,47.21
2,42.02,35.35,40.96
2,40.41,37.27,40.96
2,38.96,40.94,42.21
2,44.61,27.32,41.54
2,42.5,25.78,42.21
2,43.48,25.74,42.22
2,28.7,45.39,52.21
2,47.43,24,39.89
2,45.44,25.74,41.08
2,46.9,25.93,41.38
2,46.2,22.41,40.63
2,44.38,24.14,41.71
2,48.51,22.14,39.22
2,49.63,18.72,38.43
2,47.09,20.59,40.09
2,50.25,16.9,38.04
3,35.74,44.78,52.21
5,-0.66,33.75,36.61
2,35.2,37.61,38.79
4,31.86,41.62,42.02
2,20.32,31.99,36.42
3,24.24,35.23,37.74
3,28.61,37.75,38.92
4,21.11,40.3,38.41
5,24.87,42.17,41.93
5,17.83,42.77,42.04
6,14.08,40.89,38.58
5,10.79,43.38,42.12
6,6.94,40.33,38.59
6,3.24,38.41,37.35
4,20.87,37.26,38.97
5,13.84,37.86,39.1
4,17.18,35.82,37.93
5,10.14,36.43,38.09
5,3.03,35.91,38.04
4,13.22,32.54,36.56
5,6.25,33.11,36.69
2,44.57,30.75,42.31
2,43.68,29.04,42.04
2,41.81,30.16,41.71
2,44.91,32.47,42.8
2,43.98,31.42,42.22
2,41.74,31.56,40.46
2,42.57,28.98,42.19
2,42.33,38.88,43.46
2,43.93,36.96,43.46
2,42.02,35.35,43.46
2,40.41,37.27,43.46
3,38.96,40.94,47.21
5,31.91,41.56,47.21
2,24.87,42.18,47.21
2,17.83,42.79,47.21
3,10.78,43.41,47.21
2,40.76,29.15,41.1
2,41.62,27.49,41.66
2,39.15,31.44,40.15
2,40.12,33.73,40.94
2,38.5,35.66,40.96
2,36.6,34.02,38.51
2,38.53,30.92,40.54
3,35.13,37.73,42.21
2,41.42,24.26,41.58
2,43.37,22.63,42.3
2,42.39,22.47,42.15
2,45.99,18.97,40.75
2,44.81,27.76,42.46
2,42.44,26.2,43.2
2,43.55,26.12,43.22
2,31.91,41.56,52.21
2,47.97,24.12,40.73
2,47.45,26.03,41.97
2,45.79,26.01,42.01
2,45.19,22.46,41.23
2,46.66,22.5,41.53
2,44.59,24.37,42.69
2,49.07,20.5,38.85
2,49.11,22.18,39.99
2,48.32,18.72,39.32
2,50.14,18.72,38.98
2,47.6,20.63,40.96
2,50.96,15.01,37.6
2,50.79,16.9,38.53
2,49.08,16.61,38.84
2,46.89,29.62,43.5
2,38.96,40.94,52.21
2,48.44,27.7,43.45
5,2.41,29.48,36.09
3,-4.44,30.04,35.78
5,-0.68,33.79,37.62
2,23.61,28.16,35.9
2,27.5,31.3,37.08
3,31.39,34.37,38.73
2,34.78,29.56,38.4
4,28.03,38.42,41.99
3,16.31,28.79,36.04
4,20.38,31.95,37.42
4,24.28,34.7,38.91
5,21.04,39.01,41.89
4,14,39.61,41.96
5,6.95,40.19,41.95
5,3.24,38.31,38.35
4,17.22,35.29,39.03
5,10.61,35.69,39.03
5,2.98,35.28,38.91
4,13.32,32.58,37.52
5,6.3,33.18,37.68
4,9.31,29.02,36.1
2,45.34,31.46,43.67
2,43.74,29.62,42.9
2,41.72,30.8,42.47
2,43.63,33.48,43.48
2,42.34,31.41,42.21
2,41.72,32.54,40.99
2,42.54,29.56,43.07
3,38.5,35.66,43.46
3,40.12,33.69,43.41
2,42.17,37.11,47.21
4,35.13,37.73,47.21
3,28.08,38.35,47.21
2,14,39.58,47.21
2,6.95,40.2,47.21
2,39.31,22.76,40.33
2,40.3,22.68,40.92
2,41.15,20.94,41.42
2,40.57,29.74,41.86
2,39.45,29.84,41.17
2,41.5,28,42.56
2,38.57,26.06,39.84
2,36.64,29.47,39.52
2,34.82,32.66,38.3
3,37.85,31.71,41.49
2,38.35,32.67,40.77
3,36.58,34.05,43.46
3,36.58,34.05,40.96
3,38.24,32.12,43.4
4,31.3,34.52,42.21
2,41.25,24.6,42.55
2,44.15,20.77,41.84
2,43.45,22.85,43.32
2,42.27,19.2,42.08
3,42.32,22.72,43.16
2,43.3,19.14,42.33
2,45,19.03,41.35
2,46.42,19.01,41.67
2,46.82,17.11,40.26
2,43.99,17.33,41.93
2,42.78,17.35,42.38
2,50.16,13.26,38.1
2,48.1,15.24,39.46
2,49.41,11.6,38.56
2,46.94,13.56,40.18
2,51.07,11.47,37.49
2,51.65,8.18,35.71
2,50.05,9.77,38.19
2,45.09,28.06,43.79
3,42.32,26.45,44.23
2,43.69,26.35,44.23
2,48.56,24.18,41.61
2,46.61,26.11,43.54
2,45.55,22.58,42.18
2,47.19,22.51,42.1
2,44.85,24.5,43.94
2,49.65,20.51,39.55
2,49.93,22.27,41.19
2,50.64,18.69,39.39
2,48.87,18.73,40.09
2,48.21,20.66,41.76
2,51.53,15.01,38.02
2,51.52,17.04,39.07
2,49.65,16.61,39.52
2,46.84,29.61,45.96
2,48.45,27.69,45.96
4,5.44,26.28,35.66
4,3.79,24.62,35.53
3,-0.73,26.85,35.53
4,0.87,24.67,35.64
4,-0.15,24.7,35.51
4,1.03,24.63,36.32
5,2.45,29.81,37.07
3,-4.5,30.36,36.84
4,-0.8,33.33,38.85
2,-2.47,24.69,36.16
4,2.02,24.65,35.63
4,2.05,24.87,35.35
4,2.23,24.63,36.67
4,0.69,24.34,36.37
4,6.02,24.6,37.07
4,12.37,26.12,35.64
