ppm NH3 Concentration mole,X (m),Y (m),Z (m)
2923,-87.16,90.89,50.3
2922,-87.17,90.88,50.3
2922,-87.17,90.88,50.3
2922,-87.17,90.88,50.31
2906,-87.12,90.64,50.33
2895,-87.19,90.65,50.3
2896,-87.19,90.65,50.3
2893,-87.19,90.65,50.32
2916,-87.22,90.67,50.32
2903,-87.21,90.66,50.32
2922,-87.16,90.89,50.31
2923,-87.15,90.89,50.3
2923,-87.15,90.89,50.3
2923,-87.15,90.89,50.31
2923,-87.13,90.89,50.31
2924,-87.13,90.89,50.3
2923,-87.15,90.89,50.3
2924,-87.15,90.89,50.3
2923,-87.16,90.89,50.3
2924,-87.16,90.89,50.31
2923,-87.17,90.89,50.31
2922,-87.17,90.88,50.3
2923,-87.17,90.89,50.31
2921,-87.18,90.88,50.3
2923,-87.18,90.89,50.3
2922,-87.18,90.88,50.3
2919,-87.19,90.87,50.3
2921,-87.19,90.88,50.3
2921,-87.18,90.88,50.31
2921,-87.17,90.88,50.32
2918,-87.19,90.87,50.31
2911,-87.2,90.87,50.31
2915,-87.2,90.87,50.3
2903,-87.2,90.86,50.32
2934,-87.25,90.76,50.31
2917,-87.24,90.83,50.31
2917,-87.24,90.83,50.33
2909,-87.09,90.63,50.32
2907,-87.11,90.64,50.32
2908,-87.12,90.63,50.31
2906,-87.12,90.63,50.32
2908,-87.12,90.63,50.32
2909,-87.11,90.63,50.33
2907,-87.12,90.63,50.33
2946,-87.23,90.68,50.33
2917,-87.22,90.67,50.32
2927,-87.22,90.67,50.32
2915,-87.22,90.66,50.32
2907,-87.21,90.66,50.3
2902,-87.21,90.66,50.32
2901,-87.21,90.66,50.32
2912,-87.21,90.66,50.3
2895,-87.2,90.66,50.3
2893,-87.2,90.66,50.32
2897,-87.2,90.65,50.3
2905,-87.15,90.64,50.31
2898,-87.18,90.64,50.31
2895,-87.2,90.65,50.3
2897,-87.19,90.65,50.31
2894,-87.19,90.65,50.31
2896,-87.2,90.65,50.3
2901,-87.18,90.64,50.3
2906,-87.15,90.63,50.3
2908,-87.12,90.63,50.3
2895,-87.2,90.66,50.32
2896,-87.21,90.65,50.32
2894,-87.19,90.65,50.33
2895,-87.2,90.64,50.32
2915,-87.22,90.67,50.33
2904,-87.21,90.66,50.33
2895,-87.18,90.64,50.33
2906,-87.15,90.63,50.33
2935,-87.25,90.75,50.31
2933,-87.26,90.76,50.33
2946,-87.23,90.68,50.3
2946,-87.23,90.68,50.32
2948,-87.23,90.68,50.32
2908,-87.09,90.64,50.32
2909,-87.09,90.64,50.31
2907,-87.09,90.64,50.32
2909,-87.1,90.63,50.33
2923,-87.03,90.85,50.32
2920,-87,90.77,50.31
2920,-87,90.76,50.3
2924,-87.1,90.89,50.31
2924,-87.05,90.86,50.31
2924,-87.04,90.85,50.31
2923,-87.04,90.85,50.32
2924,-87.16,90.89,50.31
2922,-87.17,90.89,50.32
2922,-87.15,90.89,50.32
2923,-87.16,90.89,50.33
2923,-87.14,90.89,50.31
2925,-87.15,90.9,50.31
2925,-87.15,90.89,50.31
2926,-87.15,90.9,50.31
2925,-87.15,90.89,50.31
2923,-87.1,90.89,50.32
2922,-87.13,90.89,50.32
2924,-87.11,90.89,50.31
2925,-87.13,90.9,50.31
2925,-87.11,90.9,50.3
2923,-87.1,90.89,50.33
2923,-87.13,90.89,50.33
2926,-87.1,90.89,50.31
2924,-87.08,90.88,50.31
2922,-87.03,90.86,50.33
2921,-87,90.79,50.31
2923,-87.03,90.85,50.31
2923,-87.03,90.85,50.3
2935,-87.25,90.73,50.31
2925,-87.14,90.9,50.3
2925,-87.16,90.9,50.3
2924,-87.17,90.9,50.3
2926,-87.17,90.9,50.31
2924,-87.18,90.89,50.31
2924,-87.18,90.89,50.31
2922,-87.18,90.89,50.31
2923,-87.18,90.89,50.31
2925,-87.18,90.9,50.3
2924,-87.19,90.89,50.3
2918,-87.2,90.87,50.3
2920,-87.19,90.88,50.31
2921,-87.19,90.88,50.31
2922,-87.2,90.89,50.3
2921,-87.2,90.88,50.3
2919,-87.18,90.88,50.32
2921,-87.17,90.88,50.33
2907,-87.19,90.87,50.32
2917,-87.2,90.88,50.32
2904,-87.21,90.87,50.33
2907,-87.21,90.86,50.31
2916,-87.2,90.87,50.31
2918,-87.2,90.87,50.31
2909,-87.21,90.87,50.32
2916,-87.24,90.83,50.3
2906,-87.22,90.85,50.31
2906,-87.23,90.85,50.33
2935,-87.26,90.76,50.3
2932,-87.25,90.78,50.31
2935,-87.26,90.76,50.31
2932,-87.26,90.77,50.33
2921,-87.24,90.81,50.31
2919,-87.25,90.82,50.33
2914,-87.23,90.84,50.31
2917,-87.24,90.83,50.31
2913,-87.24,90.84,50.33
2923,-87.25,90.82,50.3
2926,-87.25,90.8,50.31
2922,-87.26,90.8,50.33
2912,-87.08,90.63,50.32
2911,-87.09,90.63,50.32
2907,-87.11,90.63,50.32
2909,-87.11,90.63,50.32
2911,-87.09,90.63,50.31
2908,-87.11,90.63,50.31
2910,-87.11,90.62,50.3
2908,-87.12,90.63,50.31
2909,-87.12,90.63,50.32
2906,-87.14,90.63,50.31
2919,-87.11,90.62,50.33
2910,-87.14,90.63,50.33
2942,-87.22,90.67,50.32
2946,-87.22,90.67,50.3
2948,-87.23,90.68,50.33
2948,-87.24,90.68,50.32
2940,-87.22,90.67,50.32
2944,-87.23,90.67,50.32
2948,-87.24,90.69,50.33
2932,-87.22,90.67,50.31
2916,-87.22,90.66,50.32
2936,-87.22,90.67,50.3
2923,-87.22,90.66,50.32
2912,-87.21,90.66,50.31
2908,-87.22,90.65,50.32
2902,-87.21,90.66,50.31
2940,-87.22,90.66,50.3
2926,-87.22,90.66,50.3
2897,-87.21,90.65,50.31
2895,-87.21,90.65,50.31
2906,-87.21,90.65,50.3
2897,-87.21,90.64,50.3
2903,-87.16,90.64,50.31
2906,-87.15,90.63,50.31
2896,-87.2,90.64,50.31
2895,-87.2,90.64,50.31
2899,-87.18,90.64,50.31
2897,-87.19,90.63,50.32
2901,-87.19,90.63,50.3
2905,-87.17,90.63,50.3
2908,-87.14,90.63,50.3
2897,-87.2,90.65,50.33
2898,-87.21,90.65,50.32
2895,-87.2,90.65,50.33
2896,-87.21,90.64,50.32
2924,-87.22,90.66,50.33
2911,-87.22,90.65,50.33
2897,-87.19,90.63,50.33
2905,-87.16,90.63,50.33
2939,-87.28,90.76,50.33
2935,-87.26,90.75,50.3
2946,-87.23,90.68,50.3
2935,-87.27,90.75,50.31
2936,-87.26,90.73,50.31
2934,-87.26,90.75,50.33
2935,-87.26,90.73,50.33
2938,-87.25,90.71,50.31
2943,-87.25,90.71,50.33
2946,-87.23,90.68,50.31
2947,-87.23,90.68,50.32
2947,-87.24,90.69,50.33
2944,-87.24,90.7,50.31
2947,-87.24,90.68,50.32
2910,-87.08,90.64,50.31
2910,-87.09,90.63,50.3
2920,-87,90.75,50.31
2919,-87,90.74,50.31
2919,-87,90.74,50.3
2918,-87,90.74,50.32
2918,-87,90.74,50.33
2908,-87.06,90.65,50.32
2908,-87.08,90.64,50.32
2913,-87.08,90.63,50.33
2911,-87.07,90.63,50.32
2917,-87.01,90.71,50.31
2918,-87,90.71,50.3
2917,-87.01,90.69,50.31
2915,-87.02,90.69,50.32
2911,-87.04,90.66,50.33
2914,-87.02,90.7,50.33
2913,-87.02,90.67,50.33
2923,-87,90.81,50.31
2921,-87,90.79,50.3
2925,-87.03,90.85,50.31
2925,-87.03,90.85,50.31
2924,-87.03,90.85,50.32
2921,-87.01,90.81,50.32
2922,-87.03,90.84,50.32
2920,-87.01,90.81,50.33
2922,-87.03,90.85,50.33
2920,-86.99,90.75,50.3
2919,-87,90.77,50.32
2919,-87,90.77,50.33
2921,-86.99,90.77,50.31
2921,-87,90.78,50.31
2921,-86.99,90.78,50.3
2920,-87,90.79,50.32
2920,-87,90.79,50.33
2923,-86.99,90.79,50.31
2924,-87.1,90.89,50.3
2924,-87.09,90.88,50.31
2924,-87.06,90.87,50.31
2924,-87.07,90.88,50.3
2923,-87.04,90.86,50.3
2923,-87.04,90.85,50.3
2923,-87.05,90.86,50.32
2923,-87.06,90.87,50.32
2926,-87.06,90.87,50.31
2923,-87.06,90.87,50.33
2922,-87.04,90.86,50.33
2925,-87.04,90.87,50.31
2925,-87.03,90.86,50.31
2926,-87.04,90.87,50.31
2926,-87.03,90.86,50.31
2925,-87.03,90.86,50.32
2926,-87.17,90.9,50.31
2923,-87.18,90.89,50.32
2926,-87.17,90.9,50.33
2922,-87.14,90.89,50.32
2924,-87.16,90.89,50.32
2925,-87.14,90.9,50.33
2927,-87.16,90.9,50.31
2928,-87.16,90.9,50.31
2927,-87.14,90.9,50.31
2927,-87.13,90.91,50.3
2923,-87.09,90.88,50.32
2925,-87.1,90.89,50.32
2923,-87.11,90.89,50.32
2924,-87.13,90.9,50.32
2928,-87.11,90.9,50.31
2926,-87.1,90.91,50.3
2925,-87.09,90.9,50.33
2925,-87.11,90.9,50.33
2928,-87.09,90.9,50.31
2923,-87.08,90.88,50.32
2923,-87.07,90.88,50.33
2927,-87.07,90.89,50.31
2922,-87.03,90.87,50.33
2922,-87.03,90.86,50.33
2925,-87.02,90.84,50.31
2922,-87.01,90.81,50.31
2923,-87.03,90.84,50.31
2924,-87.02,90.84,50.31
2923,-87.03,90.84,50.3
2922,-87.01,90.81,50.3
2923,-87.03,90.85,50.3
2936,-87.26,90.73,50.3
2927,-87.15,90.92,50.3
2926,-87.17,90.91,50.3
2925,-87.17,90.9,50.3
2930,-87.17,90.91,50.31
2929,-87.17,90.91,50.31
2928,-87.17,90.91,50.31
2927,-87.17,90.91,50.31
2926,-87.18,90.9,50.31
2926,-87.18,90.9,50.31
2924,-87.19,90.89,50.31
2924,-87.19,90.89,50.31
2926,-87.2,90.91,50.3
2916,-87.21,90.87,50.3
2919,-87.2,90.88,50.31
2921,-87.2,90.88,50.31
2922,-87.2,90.89,50.31
2923,-87.2,90.89,50.31
2924,-87.21,90.89,50.3
2922,-87.18,90.89,50.33
2927,-87.19,90.9,50.32
2914,-87.2,90.88,50.33
2915,-87.22,90.88,50.33
2922,-87.21,90.89,50.32
2916,-87.22,90.88,50.32
2913,-87.21,90.87,50.31
2915,-87.23,90.88,50.33
2932,-87.18,90.92,50.33
2931,-87.18,90.92,50.32
2911,-87.24,90.84,50.3
2907,-87.23,90.85,50.3
2907,-87.23,90.86,50.31
2909,-87.24,90.87,50.33
2934,-87.26,90.77,50.3
2928,-87.26,90.8,50.3
2936,-87.26,90.78,50.31
2933,-87.27,90.79,50.33
2921,-87.25,90.82,50.31
2919,-87.26,90.83,50.33
2913,-87.24,90.84,50.31
2913,-87.25,90.86,50.33
2920,-87.26,90.83,50.3
2927,-87.26,90.8,50.31
2925,-87.27,90.82,50.33
2935,-87.1,90.61,50.33
2914,-87.08,90.62,50.31
2911,-87.05,90.64,50.32
2912,-87.07,90.63,50.31
2912,-87.1,90.61,50.3
2912,-87.11,90.62,50.32
2910,-87.11,90.62,50.31
2911,-87.13,90.61,50.3
2909,-87.14,90.62,50.31
2924,-87.13,90.61,50.33
2921,-87.15,90.61,50.33
2947,-87.23,90.68,50.3
2947,-87.23,90.67,50.3
2947,-87.24,90.68,50.31
2947,-87.24,90.68,50.31
2945,-87.23,90.67,50.31
2946,-87.23,90.67,50.31
2947,-87.25,90.68,50.33
2948,-87.23,90.68,50.33
2943,-87.23,90.67,50.33
2946,-87.24,90.66,50.32
2921,-87.23,90.65,50.32
2930,-87.22,90.66,50.31
2939,-87.22,90.66,50.31
2925,-87.22,90.65,50.31
2910,-87.22,90.65,50.31
2931,-87.23,90.65,50.3
2897,-87.21,90.64,50.31
2903,-87.21,90.65,50.31
2897,-87.21,90.65,50.31
2897,-87.21,90.64,50.31
2902,-87.22,90.63,50.3
2906,-87.17,90.63,50.31
2899,-87.21,90.62,50.32
2902,-87.19,90.63,50.31
2901,-87.21,90.62,50.3
2906,-87.18,90.62,50.3
2909,-87.15,90.61,50.3
2898,-87.21,90.62,50.33
2902,-87.21,90.65,50.33
2897,-87.21,90.64,50.33
2898,-87.22,90.63,50.32
2923,-87.23,90.65,50.33
2909,-87.21,90.61,50.33
2915,-87.18,90.62,50.33
2940,-87.29,90.78,50.33
2940,-87.28,90.76,50.31
2946,-87.29,90.75,50.33
2937,-87.28,90.76,50.3
2938,-87.28,90.73,50.3
2939,-87.25,90.71,50.3
2943,-87.24,90.69,50.3
2941,-87.28,90.73,50.31
2938,-87.27,90.72,50.31
2940,-87.28,90.74,50.33
2938,-87.27,90.72,50.33
2939,-87.26,90.7,50.31
2943,-87.27,90.69,50.33
2946,-87.25,90.68,50.32
2944,-87.25,90.69,50.31
2944,-87.26,90.68,50.33
2916,-87.02,90.69,50.31
2913,-87.03,90.68,50.32
2911,-87.04,90.66,50.32
2911,-87.06,90.65,50.31
2913,-87.05,90.64,50.31
2912,-87.07,90.63,50.3
2911,-87.08,90.62,50.3
2919,-87,90.75,50.32
2918,-86.99,90.75,50.33
2921,-86.99,90.75,50.31
2918,-87,90.72,50.31
2920,-87,90.74,50.31
2919,-86.99,90.72,50.3
2918,-87,90.72,50.32
2919,-87,90.74,50.32
2917,-86.99,90.72,50.33
2927,-87.08,90.62,50.33
2910,-87.05,90.65,50.33
2912,-87.07,90.63,50.33
2916,-87.02,90.7,50.3
2917,-87.01,90.71,50.32
2916,-87,90.71,50.33
2919,-87,90.71,50.31
2918,-86.99,90.7,50.3
2917,-87.01,90.68,50.31
2915,-87.01,90.69,50.32
2913,-87.04,90.66,50.32
2912,-87.03,90.64,50.33
2914,-87.02,90.67,50.32
