ppm NH3 Concentration mole,X (m),Y (m),Z (m)
30,-41.74,-108.6,22.82
35,-42.14,-108.22,23.39
35,-42.14,-107.97,23.26
39,-41.7,-107.75,23
42,-41.24,-107.49,23
44,-41.27,-108.29,22.86
45,-40.81,-107.86,22.91
50,-41.25,-108.09,23.15
38,-41.76,-108.52,23.26
28,-40.91,-108.75,23.74
25,-41.79,-108.76,25.15
32,-42.14,-108.16,23.89
47,-41.63,-107.86,23.48
45,-41.67,-107.68,23.35
53,-41.21,-107.49,23.39
25,-42.14,-107.2,23.11
43,-41.23,-107.17,23.04
50,-40.85,-108.67,22.74
45,-40.91,-108.79,23.13
49,-40.39,-108.38,22.79
47,-40.36,-107.57,22.92
57,-40.8,-107.76,23.26
52,-41.26,-108.26,23.33
37,-41.76,-108.45,23.86
27,-41.11,-108.46,24.05
28,-41.74,-108.5,24.62
25,-41.19,-108.73,24.5
60,-40.33,-108.73,23.84
41,-40.9,-108.48,23.89
51,-41.22,-108.75,25.14
37,-41.74,-108.5,25.15
33,-41.77,-108.75,25.79
64,-40.03,-108.77,22.98
55,-40.04,-108.7,22.7
71,-39.48,-108.75,23.09
75,-39.51,-108.74,23.79
28,-42.47,-106.8,23.96
40,-42.07,-107.27,23.93
31,-42.13,-108.16,24.52
26,-42.53,-107.65,25.15
33,-42.12,-108.15,25.15
55,-41.2,-107.58,23.58
48,-41.66,-107.75,23.9
38,-42.06,-107.22,23.48
40,-42.02,-106.35,23.64
54,-41.19,-107.2,23.47
37,-41.67,-106.81,23.13
36,-41.62,-105.87,23.26
47,-40.77,-106.89,23.05
62,-40.32,-108.75,23.26
55,-40.88,-108.51,23.21
52,-39.92,-107.98,22.83
59,-40.37,-108.16,23.07
51,-40.35,-107.25,22.96
64,-40.34,-107.55,23.31
61,-40.77,-107.91,23.44
50,-41.26,-108.18,23.89
33,-41.79,-108.4,24.5
55,-40.8,-108.75,24.61
42,-41.15,-108.4,24.57
66,-40.33,-108.75,24.47
65,-40.36,-108.45,24
50,-40.9,-108.41,23.73
72,-40.29,-108.75,25.02
67,-40.69,-108.75,25.18
56,-41.2,-108.37,25.14
58,-41.2,-108.73,25.77
38,-41.79,-108.38,25.15
44,-41.73,-108.5,25.68
34,-41.75,-108.73,26.4
52,-41.19,-108.7,26.39
58,-39.53,-108.5,22.72
66,-40.01,-108.51,23.08
79,-39.34,-108.49,23.34
68,-39.04,-108.17,22.75
78,-38.62,-108.74,23.02
79,-39.44,-108.45,23.9
81,-39.54,-108.75,24.44
85,-38.67,-108.74,23.73
82,-39.54,-108.75,24.98
36,-42.47,-106.77,24.53
45,-41.98,-106.39,24.04
28,-42.79,-106.3,24.51
36,-42.39,-105.92,24.07
33,-42.66,-106.31,25.09
37,-42.45,-106.77,25.15
30,-42.46,-105.86,23.72
28,-42.07,-105.4,23.35
32,-42.11,-108.16,26.4
34,-42.12,-108.16,25.78
43,-42.05,-107.26,24.52
52,-41.58,-106.88,23.99
50,-41.65,-107.74,24.52
45,-42.05,-107.25,25.15
52,-41.65,-107.73,25.15
59,-41.18,-107.36,23.94
48,-41.61,-106.85,23.55
51,-41.53,-105.92,23.73
62,-40.72,-106.91,23.51
45,-41.15,-105.62,23.28
43,-41.19,-106.38,23.15
58,-40.29,-106.45,23.09
64,-39.45,-107.65,22.84
66,-39.95,-107.8,23.18
66,-40.38,-108.3,23.3
63,-39.88,-106.98,22.97
67,-40.31,-107.25,23.41
67,-40.32,-107.64,23.51
64,-40.78,-107.84,23.91
62,-40.81,-108.36,24.64
51,-41.3,-108.12,24.5
65,-39.52,-107.29,22.89
70,-40.35,-108.41,24.52
68,-40.39,-108.21,23.87
73,-40.31,-108.32,25.06
78,-39.88,-108.75,25.22
68,-40.69,-108.3,25.2
67,-40.61,-108.74,25.76
56,-41.32,-108.08,25.14
59,-41.16,-108.36,25.74
42,-41.78,-108.4,25.8
37,-41.77,-108.41,26.4
52,-41.1,-108.35,26.39
57,-40.6,-108.74,26.36
32,-41.2,-108.7,26.99
82,-38.15,-107.77,22.73
78,-39.02,-107.88,23.09
77,-39.51,-108.31,23.25
84,-38.77,-108.47,23.31
71,-38.63,-108.56,22.66
88,-38.04,-108.73,23.36
81,-39.48,-108.22,23.88
83,-39.53,-108.42,24.49
87,-38.71,-108.42,23.87
92,-38.11,-108.73,23.85
89,-38.83,-108.75,24.44
82,-39.53,-108.32,25.03
86,-39,-108.74,25.08
28,-42.91,-105.35,25.65
25,-42.93,-105.84,24.37
27,-43.04,-105.33,25.1
27,-42.92,-104.99,24.12
29,-42.76,-105.45,24.1
35,-42.53,-106.33,25.74
28,-42.55,-106.38,26.45
29,-42.41,-106.77,26.4
35,-42.41,-106.78,25.77
48,-41.97,-106.38,24.52
54,-41.52,-106.04,24.08
46,-41.96,-105.57,24.11
41,-42.38,-105.9,24.53
42,-42.36,-105.89,25.14
49,-41.97,-106.37,25.14
44,-41.95,-105.45,23.8
40,-41.58,-104.97,23.4
48,-41.14,-105.31,23.34
36,-42.04,-107.25,26.4
42,-42.04,-107.25,25.77
44,-41.64,-107.73,26.4
50,-41.64,-107.73,25.77
55,-41.57,-106.86,24.52
61,-41.11,-106.49,24.04
62,-41.17,-107.34,24.52
56,-41.57,-106.85,25.14
62,-41.17,-107.33,25.14
67,-40.7,-106.97,23.98
60,-41.07,-105.69,23.83
57,-41.12,-106.42,23.63
72,-40.24,-106.5,23.63
71,-39.67,-106.05,23.12
53,-40.71,-105.96,23.2
78,-38.97,-106.62,22.97
76,-39.42,-107.55,23.23
73,-39.88,-107.99,23.37
75,-39.84,-106.98,23.47
72,-40.29,-107.43,23.9
67,-40.77,-107.82,24.51
78,-39.48,-107.27,23.35
76,-39.9,-107.9,23.87
73,-40.34,-108.13,24.48
73,-40.31,-108.05,24.99
77,-39.89,-108.28,25.26
73,-39.93,-108.72,25.73
67,-40.76,-107.79,25.14
65,-40.61,-108.26,25.77
56,-41.31,-108.09,25.78
65,-39.93,-108.69,26.23
27,-42.03,-107.25,27.02
49,-41.3,-108.1,26.39
34,-41.63,-107.73,27.02
57,-40.6,-108.23,26.38
37,-41.1,-108.34,27.01
58,-40.14,-108.7,26.44
39,-40.6,-108.74,26.95
91,-37.33,-108.75,23.17
86,-37.3,-108.47,22.56
27,-43.52,-102.01,24.41
93,-38.04,-106.09,23
98,-37.21,-106.83,22.81
92,-38.12,-107.47,23.18
95,-37.94,-108.39,23.67
88,-38.61,-108.32,23.24
84,-39.03,-108.04,23.31
89,-38.64,-108.23,23.83
86,-39.02,-107.96,23.87
83,-39.51,-108.17,24.46
94,-38.08,-108.36,23.99
89,-38.81,-108.36,24.5
93,-38,-108.73,24.81
82,-39.52,-108.07,24.96
80,-39.04,-108.72,25.61
85,-38.99,-108.25,25.12
25,-43.53,-102.8,24.52
32,-43.03,-103.68,24.72
32,-42.51,-105.03,23.85
25,-42.59,-104.4,23.52
32,-42.89,-104.58,25.7
31,-42.83,-104.53,26.38
30,-42.88,-105.05,25.85
38,-42.48,-105.38,25.61
28,-42.8,-105.08,26.4
29,-43.05,-104.46,24.85
30,-42.89,-104.96,24.46
37,-42.41,-105.14,24.13
33,-42.72,-105.41,24.51
37,-42.62,-105.36,25.08
40,-42.31,-105.9,25.77
37,-42.27,-105.92,26.4
41,-41.96,-106.37,26.39
46,-41.96,-106.37,25.77
63,-41.04,-105.8,24.17
57,-41.49,-105.97,24.5
50,-41.89,-105.49,24.5
50,-41.89,-105.49,25.14
56,-41.49,-105.97,25.14
55,-41.47,-105.04,23.95
62,-41.05,-105.39,23.94
61,-40.66,-104.6,23.45
46,-41.56,-106.85,26.39
52,-41.56,-106.85,25.77
51,-41.16,-107.33,26.39
