ppm NH3 Concentration mole,X (m),Y (m),Z (m)
50,34.27,29.35,36.21
127,34.19,22.95,35.92
127,33.41,23.14,34.73
135,34.21,26.35,36.07
126,31.63,26.78,35.26
134,34.78,26.35,37.55
116,33.14,16.44,34.03
117,34.19,16.09,35.55
121,34.19,19.92,35.73
122,31.27,20.11,34.56
112,34.64,19.78,37.48
104,34.37,12.86,37.31
98,35.67,12.68,38.12
38,33.53,29.93,36.86
91,35.34,28.86,37.84
118,35.03,23,37.72
125,33.26,23.18,36.71
126,32.52,23.36,35.83
118,31.05,27.04,36.29
127,33.33,26.77,36.83
127,33.95,26.81,38.08
115,32.28,16.4,35.08
114,33.25,16.09,36.32
105,35.07,16.07,37.75
90,37.89,14.18,39.48
121,30.62,20.18,35.61
118,33.25,20.03,36.52
112,33.77,19.95,38.03
86,38.85,12.36,40.06
26,45.36,30.74,39.4
93,36.71,12.57,38.75
104,33.48,12.89,37.84
98,34.9,12.72,38.75
89,37.67,10.74,39.34
99,35.03,9.41,37.72
29,41.92,30.76,39.41
32,39.39,30.73,39.17
91,39.09,30.19,40.06
33,32.45,30.64,37.64
27,36.8,31.38,39.21
72,34.66,29.44,38.33
103,37.2,28.81,38.96
104,36.76,22.81,38.78
118,34.2,23.3,38.29
123,31.98,23.49,37.54
114,32.6,27.15,38.86
110,30.65,27.21,38.04
86,39.08,15.81,40.19
113,31.77,16.32,37.15
97,36.62,16.61,38.7
105,34.25,16.16,38.33
90,37.33,14.25,40.27
113,32.15,20.09,38.85
118,30.17,20.14,37.72
85,38.38,12.4,40.92
82,39.85,12.26,40.65
27,43.87,30.76,39.27
94,36.03,12.61,39.46
104,31.8,13.19,38.99
99,34.18,12.77,39.18
89,37.08,10.76,40.12
98,34.2,9.42,38.3
92,36.54,9.18,38.65
86,38.61,8.9,39.91
94,35.66,5.16,38.11
74,40.53,29.06,40.96
40,42.5,30.71,41.35
27,41.86,31.57,40.13
55,42.05,30.03,41.85
31,43.31,30.3,42.23
31,39.13,31.47,39.83
56,38.77,30.84,40.69
59,41.84,27.28,41.79
47,42.71,28.73,42.29
29,43.85,28.73,41.95
76,40.18,22.48,40.85
61,41.68,24.01,41.73
49,33.53,30.41,38.8
88,36.69,29.4,39.55
88,38.88,25.83,40.04
54,42.54,22.27,42.24
40,43.52,22.23,42.21
67,41.45,20.7,41.6
73,41.29,17.33,41.5
89,38.41,19.27,39.78
106,36.09,23.12,39.49
119,32.99,23.54,38.8
97,31.16,27.26,41.84
81,40.08,15.71,40.79
86,38.63,15.9,41.07
67,42.24,15.55,42.06
54,43.33,15.56,42.32
77,41.01,13.9,41.33
106,32.87,16.05,38.86
98,35.94,16.71,39.41
90,36.71,14.29,41.19
108,30.57,20.21,41.83
83,39.62,8.8,40.51
86,37.8,12.45,41.53
81,39.49,12.3,41.57
79,40.71,10.42,41.16
81,40.41,6.94,40.98
75,41.94,8.53,41.89
