ppm HF Concentration mole,X (m),Y (m),Z (m)
2,78.41,75.96,44.39
3,78.41,75.96,43.77
2,78.89,75.96,44.39
2,78.42,76.37,43.77
3,78.89,75.96,43.77
2,78.41,76.16,44.39
2,78,75.96,44.39
4,78.41,75.96,43.14
2,78.41,76.16,43.77
3,78,75.96,43.77
2,79.3,75.96,44.39
3,78.42,76.37,43.15
2,78.89,76.16,43.77
3,79.3,75.96,43.77
3,78.89,75.96,43.14
2,79.45,77.76,40.46
4,78.97,77.33,40.46
6,78.89,76.32,40.46
2,78.56,77.83,40.46
4,78.42,76.37,42.52
2,78.49,76.97,42.52
4,78.41,75.96,42.49
2,78,76.16,44.39
2,77.46,75.96,44.39
3,78.41,76.16,43.14
2,78.01,76.59,43.15
4,78,75.96,43.13
3,78,76.16,43.77
2,77.5,76.39,43.77
3,77.46,75.96,43.77
2,79.84,75.96,44.4
2,78.89,76.54,43.15
2,79.31,76.34,43.77
2,79.3,76.16,43.77
3,78.89,76.16,43.14
3,78.89,76.54,42.52
3,79.84,75.96,43.77
3,79.3,75.96,43.14
3,78.89,75.96,42.5
2,80.33,77.68,40.46
4,79.85,77.26,40.46
5,79.37,76.78,40.46
5,79.31,76.05,40.46
21,72.35,82.48,50.15
14,72.29,82.49,50.3
3,78.97,77.37,40.87
5,78.89,76.54,40.87
3,78.97,77.36,40.66
5,78.89,76.45,40.65
4,78.89,75.96,40.6
6,78.42,76.08,40.46
6,78.49,76.86,40.46
5,78.09,77.4,40.46
2,77.68,77.9,40.46
5,78.42,76.37,41.9
3,78.49,76.97,41.9
2,78.4,75.96,41.84
4,78.41,76.16,42.51
4,78.01,76.59,42.52
4,78,75.96,42.49
2,78.09,77.45,41.9
2,77.61,77.05,42.52
2,77.46,76.16,44.39
3,76.64,75.96,44.39
2,76.63,75.96,45.02
4,78,76.16,43.14
3,77.5,76.39,43.14
4,77.46,75.96,43.13
2,77.13,76.67,43.15
3,77.46,76.16,43.77
4,76.64,75.96,43.76
2,76.66,76.42,43.77
4,78.42,76.37,41.27
4,78.49,76.97,41.27
2,78.4,75.96,41.11
3,78.09,77.45,41.27
2,82.63,75.96,43.94
2,80.65,75.96,44.4
3,79.31,76.34,43.15
2,82.63,75.96,43.64
2,79.84,76.16,43.77
2,79.37,76.89,42.52
2,78.97,77.37,41.9
3,79.3,76.16,43.14
4,78.89,76.16,42.51
4,79.31,76.34,42.52
4,78.89,76.54,41.9
2,80.65,75.96,43.77
3,79.84,75.96,43.14
3,79.3,75.96,42.5
2,78.89,75.96,41.85
3,80.72,77.18,40.46
3,79.85,77.28,40.66
5,79.37,76.85,40.66
4,79.37,76.89,40.87
3,78.97,77.37,41.27
5,79.31,76.23,40.65
4,79.31,76.34,40.87
4,78.89,76.54,41.27
3,79.85,77.29,40.87
5,80.25,76.64,40.46
5,79.76,76.26,40.46
4,79.3,75.96,40.6
2,78.89,75.96,41.13
43,72.35,82.48,49.64
23,72.35,82.05,50.15
14,72.07,82.05,50.3
63,72.35,83.88,48.95
42,72.35,83.9,49.65
43,72.35,83.04,49.64
19,72.35,84.4,50.15
20,72.35,83.05,50.15
28,72.15,82.43,49.96
23,72.09,82.44,50.1
15,72.12,82.97,50.3
19,72.02,84.43,50.3
14,71.67,82.55,50.3
83,72.35,84.84,48.29
98,72.35,84.84,47.63
32,72.35,85.56,50.15
24,71.47,85.33,50.3
25,71.38,85.78,50.15
44,72.35,84.85,49.65
67,72.35,84.84,48.97
19,70.36,84.65,50.3
210,72.35,85.55,44.01
188,71.37,85.78,44.02
59,68.03,85.78,43.09
4,78.89,76.16,40.76
5,78.42,76.37,40.87
5,78.49,76.97,40.87
5,78.42,76.25,40.65
5,78.49,76.93,40.66
4,78.09,77.43,40.66
4,78.41,75.96,40.59
7,78.01,76.37,40.46
7,77.6,76.93,40.46
3,78.09,77.45,40.87
6,77.2,77.47,40.46
4,78.41,76.16,41.87
5,78.01,76.59,41.9
2,78,75.96,41.83
4,78,76.16,42.51
5,77.5,76.39,42.52
4,77.46,75.96,42.49
4,77.61,77.05,41.9
4,77.13,76.67,42.52
2,76.64,76.16,44.4
3,75.74,75.96,44.39
2,75.73,75.96,45.02
4,77.46,76.16,43.14
4,76.64,75.96,43.13
3,76.66,76.42,43.15
3,76.64,76.16,43.77
4,75.74,75.96,43.76
3,78.4,76.16,41.21
5,78.01,76.59,41.27
2,78,75.96,41.09
5,77.61,77.05,41.27
50,67.83,85.78,40.53
38,66.98,85.78,40.56
2,83.64,75.96,43.85
2,83.64,75.96,44.01
2,83.31,75.96,43.93
2,83.65,75.96,43.7
2,83.65,75.96,43.54
2,83.32,75.96,43.63
2,82.15,75.96,44.24
2,82.15,75.96,43.94
2,82.14,75.96,43.63
2,81.53,75.96,43.78
2,82.43,75.96,43.94
2,82.91,75.96,43.94
2,82.42,75.96,43.64
2,82.92,75.96,43.64
2,79.76,76.49,43.15
2,83.86,75.96,43.85
2,83.86,75.96,44.01
2,83.86,75.96,43.7
2,83.87,75.96,43.54
2,81.2,77.6,40.46
2,82.63,76.16,43.62
2,82.63,75.96,43.35
2,80.65,76.16,43.77
3,79.84,76.16,43.14
3,79.76,76.49,42.52
3,79.37,76.89,41.9
4,79.3,76.16,42.51
4,79.31,76.34,41.9
4,78.89,76.16,41.88
2,79.85,77.29,41.9
3,80.64,75.96,43.15
3,79.84,75.96,42.51
2,79.3,75.96,41.86
4,81.11,76.59,40.46
3,80.73,77.2,40.66
4,80.25,76.73,40.66
