ppm NH3 Concentration mole,X (m),Y (m),Z (m)
73292,-87.16,90.89,50.3
73303,-87.17,90.88,50.3
73292,-87.17,90.88,50.3
73288,-87.17,90.88,50.31
71841,-87.12,90.64,50.33
73220,-87.19,90.65,50.3
73178,-87.19,90.65,50.3
73219,-87.19,90.65,50.32
73235,-87.22,90.67,50.32
73221,-87.21,90.66,50.32
73283,-87.16,90.89,50.31
73286,-87.15,90.89,50.3
73280,-87.15,90.89,50.3
73273,-87.15,90.89,50.31
73255,-87.13,90.89,50.31
73250,-87.13,90.89,50.3
73266,-87.15,90.89,50.3
73281,-87.15,90.89,50.3
73290,-87.16,90.89,50.3
73290,-87.16,90.89,50.31
73287,-87.17,90.89,50.31
73313,-87.17,90.88,50.3
73296,-87.17,90.89,50.31
73316,-87.18,90.88,50.3
73307,-87.18,90.89,50.3
73316,-87.18,90.88,50.3
73321,-87.19,90.87,50.3
73320,-87.19,90.88,50.3
73295,-87.18,90.88,50.31
73243,-87.17,90.88,50.32
73301,-87.19,90.87,50.31
73308,-87.2,90.87,50.31
73328,-87.2,90.87,50.3
73312,-87.2,90.86,50.32
73341,-87.25,90.76,50.31
73347,-87.24,90.83,50.31
73311,-87.24,90.83,50.33
71962,-87.09,90.63,50.32
71866,-87.11,90.64,50.32
71826,-87.12,90.63,50.31
71849,-87.12,90.63,50.32
71856,-87.12,90.63,50.32
71900,-87.11,90.63,50.33
71855,-87.12,90.63,50.33
73262,-87.23,90.68,50.33
73269,-87.22,90.67,50.32
73253,-87.22,90.67,50.32
73206,-87.22,90.66,50.32
73269,-87.21,90.66,50.3
73182,-87.21,90.66,50.32
73262,-87.21,90.66,50.32
73254,-87.21,90.66,50.3
73253,-87.2,90.66,50.3
73244,-87.2,90.66,50.32
73247,-87.2,90.65,50.3
72600,-87.15,90.64,50.31
73177,-87.18,90.64,50.31
73246,-87.2,90.65,50.3
73216,-87.19,90.65,50.31
73216,-87.19,90.65,50.31
73230,-87.2,90.65,50.3
73130,-87.18,90.64,50.3
72505,-87.15,90.63,50.3
71818,-87.12,90.63,50.3
73213,-87.2,90.66,50.32
73184,-87.21,90.65,50.32
73193,-87.19,90.65,50.33
73184,-87.2,90.64,50.32
73177,-87.22,90.67,50.33
73156,-87.21,90.66,50.33
73163,-87.18,90.64,50.33
72716,-87.15,90.63,50.33
73339,-87.25,90.75,50.31
73314,-87.26,90.76,50.33
73303,-87.23,90.68,50.3
73302,-87.23,90.68,50.32
73261,-87.23,90.68,50.32
71922,-87.09,90.64,50.32
71998,-87.09,90.64,50.31
72006,-87.09,90.64,50.32
71989,-87.1,90.63,50.33
73018,-87.03,90.85,50.32
73026,-87,90.77,50.31
73044,-87,90.76,50.3
73192,-87.1,90.89,50.31
73077,-87.05,90.86,50.31
73066,-87.04,90.85,50.31
73021,-87.04,90.85,50.32
73283,-87.16,90.89,50.31
73244,-87.17,90.89,50.32
73246,-87.15,90.89,50.32
73233,-87.16,90.89,50.33
73269,-87.14,90.89,50.31
73283,-87.15,90.9,50.31
73277,-87.15,90.89,50.31
73276,-87.15,90.9,50.31
73271,-87.15,90.89,50.31
73168,-87.1,90.89,50.32
73228,-87.13,90.89,50.32
73237,-87.11,90.89,50.31
73251,-87.13,90.9,50.31
73235,-87.11,90.9,50.3
73198,-87.1,90.89,50.33
73223,-87.13,90.89,50.33
73203,-87.1,90.89,50.31
73142,-87.08,90.88,50.31
73020,-87.03,90.86,50.33
73036,-87,90.79,50.31
73060,-87.03,90.85,50.31
73115,-87.03,90.85,50.3
73335,-87.25,90.73,50.31
73266,-87.14,90.9,50.3
73293,-87.16,90.9,50.3
73300,-87.17,90.9,50.3
73296,-87.17,90.9,50.31
73294,-87.18,90.89,50.31
73304,-87.18,90.89,50.31
73302,-87.18,90.89,50.31
73312,-87.18,90.89,50.31
73313,-87.18,90.9,50.3
73318,-87.19,90.89,50.3
73328,-87.2,90.87,50.3
73308,-87.19,90.88,50.31
73318,-87.19,90.88,50.31
73325,-87.2,90.89,50.3
73335,-87.2,90.88,50.3
73258,-87.18,90.88,50.32
73230,-87.17,90.88,50.33
73268,-87.19,90.87,50.32
73292,-87.2,90.88,50.32
73307,-87.21,90.87,50.33
73331,-87.21,90.86,50.31
73318,-87.2,90.87,50.31
73325,-87.2,90.87,50.31
73312,-87.21,90.87,50.32
73368,-87.24,90.83,50.3
73342,-87.22,90.85,50.31
73308,-87.23,90.85,50.33
73361,-87.26,90.76,50.3
73343,-87.25,90.78,50.31
73338,-87.26,90.76,50.31
73312,-87.26,90.77,50.33
73346,-87.24,90.81,50.31
73310,-87.25,90.82,50.33
73343,-87.23,90.84,50.31
73345,-87.24,90.83,50.31
73316,-87.24,90.84,50.33
73369,-87.25,90.82,50.3
73345,-87.25,90.8,50.31
73309,-87.26,90.8,50.33
72063,-87.08,90.63,50.32
71905,-87.09,90.63,50.32
71829,-87.11,90.63,50.32
71896,-87.11,90.63,50.32
72023,-87.09,90.63,50.31
71822,-87.11,90.63,50.31
71889,-87.11,90.62,50.3
71846,-87.12,90.63,50.31
71852,-87.12,90.63,50.32
72033,-87.14,90.63,50.31
71896,-87.11,90.62,50.33
72076,-87.14,90.63,50.33
73292,-87.22,90.67,50.32
73295,-87.22,90.67,50.3
73225,-87.23,90.68,50.33
73250,-87.24,90.68,50.32
73267,-87.22,90.67,50.32
73255,-87.23,90.67,50.32
73268,-87.24,90.69,50.33
73284,-87.22,90.67,50.31
73246,-87.22,90.66,50.32
73286,-87.22,90.67,50.3
73230,-87.22,90.66,50.32
73264,-87.21,90.66,50.31
73192,-87.22,90.65,50.32
73251,-87.21,90.66,50.31
73278,-87.22,90.66,50.3
73266,-87.22,90.66,50.3
73249,-87.21,90.65,50.31
73237,-87.21,90.65,50.31
73253,-87.21,90.65,50.3
73243,-87.21,90.64,50.3
73057,-87.16,90.64,50.31
72515,-87.15,90.63,50.31
73235,-87.2,90.64,50.31
73225,-87.2,90.64,50.31
73183,-87.18,90.64,50.31
73149,-87.19,90.63,50.32
73202,-87.19,90.63,50.3
72972,-87.17,90.63,50.3
71965,-87.14,90.63,50.3
73167,-87.2,90.65,50.33
73172,-87.21,90.65,50.32
73157,-87.2,90.65,50.33
73162,-87.21,90.64,50.32
73195,-87.22,90.66,50.33
73156,-87.22,90.65,50.33
73128,-87.19,90.63,50.33
73005,-87.16,90.63,50.33
73300,-87.28,90.76,50.33
73359,-87.26,90.75,50.3
73290,-87.23,90.68,50.3
73333,-87.27,90.75,50.31
73329,-87.26,90.73,50.31
73303,-87.26,90.75,50.33
73294,-87.26,90.73,50.33
73327,-87.25,90.71,50.31
73275,-87.25,90.71,50.33
73303,-87.23,90.68,50.31
73300,-87.23,90.68,50.32
73290,-87.24,90.69,50.33
73316,-87.24,90.7,50.31
73278,-87.24,90.68,50.32
72163,-87.08,90.64,50.31
72190,-87.09,90.63,50.3
73020,-87,90.75,50.31
73011,-87,90.74,50.31
73055,-87,90.74,50.3
72979,-87,90.74,50.32
72978,-87,90.74,50.33
72604,-87.06,90.65,50.32
72266,-87.08,90.64,50.32
72092,-87.08,90.63,50.33
72278,-87.07,90.63,50.32
73010,-87.01,90.71,50.31
73062,-87,90.71,50.3
73014,-87.01,90.69,50.31
72979,-87.02,90.69,50.32
72920,-87.04,90.66,50.33
72979,-87.02,90.7,50.33
72982,-87.02,90.67,50.33
73046,-87,90.81,50.31
73053,-87,90.79,50.3
73110,-87.03,90.85,50.31
73071,-87.03,90.85,50.31
73030,-87.03,90.85,50.32
72992,-87.01,90.81,50.32
73017,-87.03,90.84,50.32
72985,-87.01,90.81,50.33
73017,-87.03,90.85,50.33
73044,-86.99,90.75,50.3
72982,-87,90.77,50.32
72980,-87,90.77,50.33
73015,-86.99,90.77,50.31
73038,-87,90.78,50.31
73048,-86.99,90.78,50.3
72987,-87,90.79,50.32
72985,-87,90.79,50.33
73032,-86.99,90.79,50.31
73208,-87.1,90.89,50.3
73182,-87.09,90.88,50.31
73088,-87.06,90.87,50.31
73142,-87.07,90.88,50.3
73119,-87.04,90.86,50.3
73119,-87.04,90.85,50.3
73023,-87.05,90.86,50.32
73029,-87.06,90.87,50.32
73085,-87.06,90.87,50.31
73033,-87.06,90.87,50.33
73023,-87.04,90.86,50.33
73114,-87.04,90.87,50.31
73112,-87.03,90.86,50.31
73083,-87.04,90.87,50.31
73074,-87.03,90.86,50.31
73036,-87.03,90.86,50.32
73289,-87.17,90.9,50.31
73274,-87.18,90.89,50.32
73243,-87.17,90.9,50.33
73246,-87.14,90.89,50.32
73253,-87.16,90.89,50.32
73231,-87.14,90.9,50.33
73290,-87.16,90.9,50.31
73281,-87.16,90.9,50.31
73265,-87.14,90.9,50.31
73251,-87.13,90.91,50.3
73129,-87.09,90.88,50.32
73192,-87.1,90.89,50.32
73204,-87.11,90.89,50.32
73233,-87.13,90.9,50.32
73233,-87.11,90.9,50.31
73216,-87.1,90.91,50.3
73145,-87.09,90.9,50.33
73211,-87.11,90.9,50.33
73170,-87.09,90.9,50.31
73057,-87.08,90.88,50.32
73048,-87.07,90.88,50.33
73102,-87.07,90.89,50.31
73027,-87.03,90.87,50.33
73025,-87.03,90.86,50.33
73068,-87.02,90.84,50.31
73048,-87.01,90.81,50.31
73057,-87.03,90.84,50.31
73102,-87.02,90.84,50.31
73101,-87.03,90.84,50.3
73062,-87.01,90.81,50.3
73120,-87.03,90.85,50.3
73355,-87.26,90.73,50.3
73286,-87.15,90.92,50.3
73301,-87.17,90.91,50.3
73307,-87.17,90.9,50.3
73285,-87.17,90.91,50.31
73298,-87.17,90.91,50.31
73293,-87.17,90.91,50.31
73304,-87.17,90.91,50.31
73298,-87.18,90.9,50.31
73309,-87.18,90.9,50.31
73306,-87.19,90.89,50.31
73316,-87.19,90.89,50.31
73328,-87.2,90.91,50.3
73354,-87.21,90.87,50.3
73320,-87.2,90.88,50.31
73330,-87.2,90.88,50.31
73311,-87.2,90.89,50.31
73322,-87.2,90.89,50.31
73350,-87.21,90.89,50.3
73259,-87.18,90.89,50.33
73276,-87.19,90.9,50.32
73282,-87.2,90.88,50.33
73301,-87.22,90.88,50.33
73290,-87.21,90.89,50.32
73303,-87.22,90.88,50.32
73332,-87.21,90.87,50.31
73300,-87.23,90.88,50.33
73256,-87.18,90.92,50.33
73263,-87.18,90.92,50.32
73368,-87.24,90.84,50.3
73372,-87.23,90.85,50.3
73347,-87.23,90.86,50.31
73307,-87.24,90.87,50.33
73364,-87.26,90.77,50.3
73368,-87.26,90.8,50.3
73339,-87.26,90.78,50.31
73306,-87.27,90.79,50.33
73343,-87.25,90.82,50.31
73315,-87.26,90.83,50.33
73344,-87.24,90.84,50.31
73306,-87.25,90.86,50.33
73372,-87.26,90.83,50.3
73341,-87.26,90.8,50.31
73312,-87.27,90.82,50.33
71933,-87.1,90.61,50.33
72050,-87.08,90.62,50.31
72659,-87.05,90.64,50.32
72258,-87.07,90.63,50.31
71983,-87.1,90.61,50.3
71854,-87.11,90.62,50.32
71839,-87.11,90.62,50.31
71874,-87.13,90.61,50.3
72031,-87.14,90.62,50.31
71927,-87.13,90.61,50.33
72582,-87.15,90.61,50.33
73296,-87.23,90.68,50.3
73278,-87.23,90.67,50.3
73304,-87.24,90.68,50.31
73294,-87.24,90.68,50.31
73286,-87.23,90.67,50.31
73295,-87.23,90.67,50.31
73269,-87.25,90.68,50.33
73217,-87.23,90.68,50.33
73233,-87.23,90.67,50.33
73226,-87.24,90.66,50.32
73191,-87.23,90.65,50.32
73274,-87.22,90.66,50.31
73286,-87.22,90.66,50.31
73273,-87.22,90.65,50.31
73257,-87.22,90.65,50.31
73272,-87.23,90.65,50.3
73248,-87.21,90.64,50.31
73260,-87.21,90.65,50.31
73239,-87.21,90.65,50.31
73227,-87.21,90.64,50.31
73251,-87.22,90.63,50.3
73044,-87.17,90.63,50.31
73121,-87.21,90.62,50.32
73199,-87.19,90.63,50.31
73226,-87.21,90.62,50.3
73113,-87.18,90.62,50.3
72501,-87.15,90.61,50.3
73109,-87.21,90.62,50.33
73137,-87.21,90.65,50.33
73123,-87.21,90.64,50.33
73140,-87.22,90.63,50.32
73179,-87.23,90.65,50.33
73096,-87.21,90.61,50.33
73060,-87.18,90.62,50.33
73301,-87.29,90.78,50.33
73338,-87.28,90.76,50.31
73300,-87.29,90.75,50.33
73363,-87.28,90.76,50.3
73358,-87.28,90.73,50.3
73343,-87.25,90.71,50.3
73322,-87.24,90.69,50.3
73331,-87.28,90.73,50.31
73325,-87.27,90.72,50.31
73293,-87.28,90.74,50.33
73285,-87.27,90.72,50.33
73318,-87.26,90.7,50.31
73266,-87.27,90.69,50.33
73255,-87.25,90.68,50.32
73310,-87.25,90.69,50.31
73261,-87.26,90.68,50.33
73009,-87.02,90.69,50.31
72977,-87.03,90.68,50.32
72927,-87.04,90.66,50.32
72534,-87.06,90.65,50.31
72615,-87.05,90.64,50.31
72266,-87.07,90.63,50.3
72228,-87.08,90.62,50.3
