ppm NH3 Concentration mole,X (m),Y (m),Z (m)
3149,-87.16,90.89,50.3
3148,-87.17,90.88,50.3
3148,-87.17,90.88,50.3
3147,-87.17,90.88,50.31
3028,-87.12,90.64,50.33
3029,-87.19,90.65,50.3
3029,-87.19,90.65,50.3
3029,-87.19,90.65,50.32
3029,-87.22,90.67,50.32
3028,-87.21,90.66,50.32
3149,-87.16,90.89,50.31
3149,-87.15,90.89,50.3
3149,-87.15,90.89,50.3
3149,-87.15,90.89,50.31
3144,-87.13,90.89,50.31
3148,-87.13,90.89,50.3
3149,-87.15,90.89,50.3
3148,-87.15,90.89,50.3
3148,-87.16,90.89,50.3
3143,-87.16,90.89,50.31
3140,-87.17,90.89,50.31
3147,-87.17,90.88,50.3
3142,-87.17,90.89,50.31
3146,-87.18,90.88,50.3
3144,-87.18,90.89,50.3
3144,-87.18,90.88,50.3
3144,-87.19,90.87,50.3
3143,-87.19,90.88,50.3
3145,-87.18,90.88,50.31
3150,-87.17,90.88,50.32
3143,-87.19,90.87,50.31
3140,-87.2,90.87,50.31
3142,-87.2,90.87,50.3
3141,-87.2,90.86,50.32
3143,-87.25,90.76,50.31
3134,-87.24,90.83,50.31
3134,-87.24,90.83,50.33
3028,-87.09,90.63,50.32
3028,-87.11,90.64,50.32
3029,-87.12,90.63,50.31
3028,-87.12,90.63,50.32
3028,-87.12,90.63,50.32
3028,-87.11,90.63,50.33
3028,-87.12,90.63,50.33
3029,-87.23,90.68,50.33
3029,-87.22,90.67,50.32
3029,-87.22,90.67,50.32
3029,-87.22,90.66,50.32
3029,-87.21,90.66,50.3
3028,-87.21,90.66,50.32
3029,-87.21,90.66,50.32
3029,-87.21,90.66,50.3
3029,-87.2,90.66,50.3
3029,-87.2,90.66,50.32
3029,-87.2,90.65,50.3
3028,-87.15,90.64,50.31
3029,-87.18,90.64,50.31
3029,-87.2,90.65,50.3
3029,-87.19,90.65,50.31
3029,-87.19,90.65,50.31
3030,-87.2,90.65,50.3
3030,-87.18,90.64,50.3
3030,-87.15,90.63,50.3
3030,-87.12,90.63,50.3
3028,-87.2,90.66,50.32
3028,-87.21,90.65,50.32
3028,-87.19,90.65,50.33
3028,-87.2,90.64,50.32
3029,-87.22,90.67,50.33
3028,-87.21,90.66,50.33
3028,-87.18,90.64,50.33
3028,-87.15,90.63,50.33
3140,-87.25,90.75,50.31
3143,-87.26,90.76,50.33
3052,-87.23,90.68,50.3
3032,-87.23,90.68,50.32
3030,-87.23,90.68,50.32
3028,-87.09,90.64,50.32
3029,-87.09,90.64,50.31
3028,-87.09,90.64,50.32
3028,-87.1,90.63,50.33
3084,-87.03,90.85,50.32
3029,-87,90.77,50.31
3029,-87,90.76,50.3
3121,-87.1,90.89,50.31
3107,-87.05,90.86,50.31
3098,-87.04,90.85,50.31
3107,-87.04,90.85,50.32
3142,-87.16,90.89,50.31
3144,-87.17,90.89,50.32
3152,-87.15,90.89,50.32
3151,-87.16,90.89,50.33
3148,-87.14,90.89,50.31
3144,-87.15,90.9,50.31
3148,-87.15,90.89,50.31
3144,-87.15,90.9,50.31
3148,-87.15,90.89,50.31
3116,-87.1,90.89,50.32
3142,-87.13,90.89,50.32
3134,-87.11,90.89,50.31
3148,-87.13,90.9,50.31
3145,-87.11,90.9,50.3
3116,-87.1,90.89,50.33
3143,-87.13,90.89,50.33
3132,-87.1,90.89,50.31
3107,-87.08,90.88,50.31
3103,-87.03,90.86,50.33
3029,-87,90.79,50.31
3082,-87.03,90.85,50.31
3067,-87.03,90.85,50.3
3127,-87.25,90.73,50.31
3149,-87.14,90.9,50.3
3144,-87.16,90.9,50.3
3144,-87.17,90.9,50.3
3136,-87.17,90.9,50.31
3134,-87.18,90.89,50.31
3136,-87.18,90.89,50.31
3132,-87.18,90.89,50.31
3134,-87.18,90.89,50.31
3137,-87.18,90.9,50.3
3136,-87.19,90.89,50.3
3142,-87.2,90.87,50.3
3131,-87.19,90.88,50.31
3133,-87.19,90.88,50.31
3136,-87.2,90.89,50.3
3135,-87.2,90.88,50.3
3149,-87.18,90.88,50.32
3150,-87.17,90.88,50.33
3148,-87.19,90.87,50.32
3130,-87.2,90.88,50.32
3135,-87.21,90.87,50.33
3134,-87.21,90.86,50.31
3127,-87.2,90.87,50.31
3130,-87.2,90.87,50.31
3128,-87.21,90.87,50.32
3132,-87.24,90.83,50.3
3131,-87.22,90.85,50.31
3126,-87.23,90.85,50.33
3141,-87.26,90.76,50.3
3142,-87.25,90.78,50.31
3140,-87.26,90.76,50.31
3140,-87.26,90.77,50.33
3136,-87.24,90.81,50.31
3130,-87.25,90.82,50.33
3132,-87.23,90.84,50.31
3122,-87.24,90.83,50.31
3119,-87.24,90.84,50.33
3131,-87.25,90.82,50.3
3138,-87.25,90.8,50.31
3125,-87.26,90.8,50.33
3028,-87.08,90.63,50.32
3028,-87.09,90.63,50.32
3028,-87.11,90.63,50.32
3028,-87.11,90.63,50.32
3029,-87.09,90.63,50.31
3029,-87.11,90.63,50.31
3030,-87.11,90.62,50.3
3029,-87.12,90.63,50.31
3028,-87.12,90.63,50.32
3028,-87.14,90.63,50.31
3028,-87.11,90.62,50.33
3028,-87.14,90.63,50.33
3029,-87.22,90.67,50.32
3032,-87.22,90.67,50.3
3029,-87.23,90.68,50.33
3029,-87.24,90.68,50.32
3029,-87.22,90.67,50.32
3029,-87.23,90.67,50.32
3030,-87.24,90.69,50.33
3029,-87.22,90.67,50.31
3029,-87.22,90.66,50.32
3029,-87.22,90.67,50.3
3029,-87.22,90.66,50.32
3029,-87.21,90.66,50.31
3028,-87.22,90.65,50.32
3029,-87.21,90.66,50.31
3029,-87.22,90.66,50.3
3030,-87.22,90.66,50.3
3029,-87.21,90.65,50.31
3029,-87.21,90.65,50.31
3030,-87.21,90.65,50.3
3030,-87.21,90.64,50.3
3028,-87.16,90.64,50.31
3029,-87.15,90.63,50.31
3029,-87.2,90.64,50.31
3029,-87.2,90.64,50.31
3029,-87.18,90.64,50.31
3028,-87.19,90.63,50.32
3030,-87.19,90.63,50.3
3030,-87.17,90.63,50.3
3030,-87.14,90.63,50.3
3028,-87.2,90.65,50.33
3028,-87.21,90.65,50.32
3028,-87.2,90.65,50.33
3028,-87.21,90.64,50.32
3029,-87.22,90.66,50.33
3028,-87.22,90.65,50.33
3028,-87.19,90.63,50.33
3028,-87.16,90.63,50.33
3137,-87.28,90.76,50.33
3139,-87.26,90.75,50.3
3049,-87.23,90.68,50.3
3138,-87.27,90.75,50.31
3134,-87.26,90.73,50.31
3127,-87.26,90.75,50.33
3112,-87.26,90.73,50.33
3100,-87.25,90.71,50.31
3069,-87.25,90.71,50.33
3045,-87.23,90.68,50.31
3033,-87.23,90.68,50.32
3038,-87.24,90.69,50.33
3063,-87.24,90.7,50.31
3030,-87.24,90.68,50.32
3028,-87.08,90.64,50.31
3030,-87.09,90.63,50.3
3029,-87,90.75,50.31
3029,-87,90.74,50.31
3030,-87,90.74,50.3
3028,-87,90.74,50.32
3028,-87,90.74,50.33
3028,-87.06,90.65,50.32
3028,-87.08,90.64,50.32
3028,-87.08,90.63,50.33
3028,-87.07,90.63,50.32
3029,-87.01,90.71,50.31
3030,-87,90.71,50.3
3029,-87.01,90.69,50.31
3028,-87.02,90.69,50.32
3028,-87.04,90.66,50.33
3028,-87.02,90.7,50.33
3028,-87.02,90.67,50.33
3029,-87,90.81,50.31
3029,-87,90.79,50.3
3046,-87.03,90.85,50.31
3050,-87.03,90.85,50.31
3049,-87.03,90.85,50.32
3029,-87.01,90.81,50.32
3045,-87.03,90.84,50.32
3029,-87.01,90.81,50.33
3069,-87.03,90.85,50.33
3030,-86.99,90.75,50.3
3028,-87,90.77,50.32
3028,-87,90.77,50.33
3029,-86.99,90.77,50.31
3029,-87,90.78,50.31
3030,-86.99,90.78,50.3
3028,-87,90.79,50.32
3028,-87,90.79,50.33
3029,-86.99,90.79,50.31
3130,-87.1,90.89,50.3
3117,-87.09,90.88,50.31
3107,-87.06,90.87,50.31
3108,-87.07,90.88,50.3
3100,-87.04,90.86,50.3
3088,-87.04,90.85,50.3
3115,-87.05,90.86,50.32
3113,-87.06,90.87,50.32
3108,-87.06,90.87,50.31
3117,-87.06,90.87,50.33
3117,-87.04,90.86,50.33
3091,-87.04,90.87,50.31
3068,-87.03,90.86,50.31
3104,-87.04,90.87,50.31
3076,-87.03,90.86,50.31
3082,-87.03,90.86,50.32
3134,-87.17,90.9,50.31
3133,-87.18,90.89,50.32
3139,-87.17,90.9,50.33
3150,-87.14,90.89,50.32
3147,-87.16,90.89,50.32
3150,-87.14,90.9,50.33
3137,-87.16,90.9,50.31
3136,-87.16,90.9,50.31
