ppm NH3 Concentration mole,X (m),Y (m),Z (m)
25,152.85,-193.57,12.56
26,140.01,-178.09,11.02
26,146.45,-185.91,11.44
27,133.6,-170.32,11.05
28,127.18,-162.62,11.19
29,314.52,-293.13,57.83
25,140,-178.06,12.01
25,146.43,-185.83,12.43
26,133.59,-170.33,12.05
27,127.18,-162.64,12.19
26,315.81,-279.05,57.77
30,308.12,-285.45,57.86
28,314.62,-293.1,67.83
25,133.65,-170.32,18.36
26,127.25,-162.64,18.44
28,152.95,-193.34,28.97
27,183.77,-167.7,38.61
25,190.17,-175.38,38.57
32,176.09,-174.1,38.7
29,182.49,-181.78,38.66
37,168.4,-180.5,38.79
33,174.8,-188.18,38.75
25,188.89,-189.47,38.63
29,181.2,-195.87,38.72
29,278.6,-218.9,47.91
29,285,-226.58,47.88
29,272.19,-211.22,47.94
38,270.91,-225.3,48
36,277.31,-232.98,47.97
38,263.23,-231.7,48.09
36,269.63,-239.38,48.06
26,291.4,-234.27,47.85
34,283.71,-240.67,47.94
30,290.11,-248.35,47.9
34,276.03,-247.07,48.03
31,282.43,-254.75,47.99
26,296.51,-256.03,47.87
28,309.41,-271.37,57.8
28,288.83,-262.43,47.96
31,301.72,-277.77,57.9
27,308.21,-285.42,67.86
28,158.17,-136.97,38.74
28,164.57,-144.65,38.7
28,170.97,-152.33,38.67
28,177.37,-160.02,38.64
25,145.37,-121.6,38.8
27,151.77,-129.28,38.77
25,119.85,-90.83,48.93
26,126.26,-98.52,48.9
39,144.08,-135.68,38.86
39,137.68,-128,38.89
51,136.4,-142.08,38.95
53,130,-134.4,38.99
25,147.83,-171.57,28.94
31,140.14,-177.97,29.04
29,146.55,-185.65,29
44,155.6,-165.13,38.85
37,163.28,-158.73,38.76
35,169.68,-166.42,38.73
41,162,-172.82,38.82
27,141.43,-163.88,28.98
28,134.92,-155.58,28.74
33,133.74,-170.29,29.07
34,127.34,-162.6,29.1
49,142.8,-149.77,38.92
46,149.2,-157.45,38.89
38,156.88,-151.05,38.8
39,150.48,-143.37,38.83
40,160.72,-186.9,38.88
37,167.12,-194.59,38.85
30,199.22,-154.87,48.42
33,205.63,-162.55,48.39
43,197.94,-168.95,48.48
55,183.86,-167.67,48.61
53,190.26,-175.35,48.57
45,191.54,-161.27,48.51
57,176.18,-174.07,48.7
54,182.58,-181.75,48.66
57,168.49,-180.47,48.79
53,174.89,-188.15,48.75
45,210.74,-184.32,48.42
49,203.06,-190.72,48.51
49,204.34,-176.63,48.45
53,196.66,-183.03,48.54
54,188.98,-189.43,48.63
52,181.29,-195.84,48.72
49,195.38,-197.12,48.6
28,265.79,-203.53,47.98
46,217.14,-192,48.38
48,209.46,-198.4,48.47
42,223.54,-199.68,48.35
43,215.86,-206.08,48.44
37,236.35,-215.05,48.28
35,228.66,-221.45,48.37
41,229.94,-207.37,48.32
41,222.26,-213.77,48.41
39,258.11,-209.93,48.07
41,250.43,-216.33,48.16
37,264.51,-217.62,48.04
39,256.83,-224.02,48.13
25,263.32,-231.67,58.09
27,269.72,-239.35,58.06
26,283.8,-240.63,57.94
28,290.2,-248.32,57.9
29,276.12,-247.03,58.03
30,282.52,-254.72,57.99
28,296.61,-256,57.87
29,303.01,-263.68,57.84
31,288.92,-262.4,57.96
31,295.32,-270.08,57.93
26,301.81,-277.73,67.89
26,192.82,-147.18,48.46
46,158.26,-136.93,48.74
30,165.94,-130.53,48.65
47,164.66,-144.62,48.7
30,172.34,-138.22,48.61
53,171.06,-152.3,48.67
52,177.46,-159.98,48.64
37,185.14,-153.58,48.55
37,178.74,-145.9,48.58
40,145.46,-121.57,48.8
40,151.86,-129.25,48.77
32,132.66,-106.2,48.87
33,139.06,-113.88,48.84
63,130.09,-134.37,48.98
55,137.77,-127.97,48.89
63,136.49,-142.05,48.95
53,144.17,-135.65,48.86
45,147.92,-171.54,38.94
43,154.32,-179.22,38.91
27,140.24,-177.94,39.04
25,146.64,-185.62,39
61,155.69,-165.1,48.85
60,163.38,-158.7,48.76
57,169.78,-166.38,48.73
58,162.09,-172.79,48.82
48,141.52,-163.85,38.98
50,135.12,-156.17,39.01
30,133.84,-170.25,39.07
33,127.44,-162.57,39.1
63,142.89,-149.74,48.92
62,149.29,-157.42,48.89
57,156.98,-151.02,48.79
58,150.57,-143.33,48.83
41,160.81,-186.87,48.88
37,167.21,-194.55,48.85
39,212.03,-170.23,48.36
40,218.43,-177.92,48.32
25,226.11,-171.52,48.23
43,224.83,-185.6,48.29
32,238.91,-186.88,48.17
43,231.23,-193.28,48.26
31,232.51,-179.2,48.2
25,259.39,-195.85,48.01
36,251.71,-202.25,48.1
41,244.03,-208.65,48.19
37,245.31,-194.57,48.13
43,237.63,-200.97,48.23
47,148.01,-171.5,48.94
42,154.41,-179.19,48.91
28,127.53,-162.54,49.1
54,135.21,-156.14,49.01
49,141.61,-163.82,48.98
28,498.44,-470.48,65.21
27,498.34,-471.36,65.13
29,498.57,-470.51,65.3
28,498.47,-471.38,65.27
27,497.85,-470.43,65.18
27,497.7,-470.44,65.29
28,498.36,-472.26,65.24
27,497.76,-471.32,65.1
27,498.91,-466.07,65.72
30,498.33,-466.02,65.7
30,498.26,-466.03,65.87
28,498.18,-470.09,65.23
27,497.76,-470.02,65.28
28,498.54,-469.55,65.31
30,498.69,-469.56,65.7
29,498.62,-470.11,65.3
28,497.95,-469.54,65.28
28,497.82,-469.55,65.69
27,498.02,-471.77,65.07
28,498.41,-471.83,65.26
27,498.1,-470.89,65.15
27,497.65,-470.85,65.28
28,498.33,-470.49,65.42
27,498.23,-471.36,65.39
29,498.57,-470.49,65.74
28,498.46,-471.37,65.75
28,498.52,-470.95,65.29
27,497.85,-471.37,65.38
27,497.95,-470.46,65.42
27,497.72,-470.43,65.76
30,498.82,-466.94,65.62
30,499.01,-467,65.84
29,498.24,-466.9,65.59
29,498.15,-466.91,65.83
29,498.62,-468.75,65.41
30,498.73,-467.8,65.52
30,498.79,-468.78,65.75
30,498.9,-467.85,65.8
29,498.14,-467.78,65.49
29,498.04,-467.79,65.78
28,498.05,-468.67,65.38
28,497.93,-468.67,65.74
27,498.94,-465.2,65.82
28,498.35,-472.25,65.77
27,498.13,-472.24,65.35
27,498.3,-472.71,65.23
27,498.25,-472.24,65.05
26,497.75,-472.21,65.35
26,497.54,-471.73,65.19
26,497.67,-472.18,65.02
26,497.59,-471.35,65.27
27,498.25,-473.13,65.22
29,498.62,-465.62,65.76
26,498.93,-465.32,66.01
30,498.31,-465.63,65.85
30,498.53,-466.49,65.66
27,498.82,-466.11,65.98
29,498.46,-466.06,65.98
29,498.27,-466.03,66.38
29,498.21,-466.46,65.85
28,498.24,-469.12,65.34
28,497.88,-469.09,65.71
28,498.22,-469.75,65.27
28,498.16,-470.18,65.42
27,497.77,-469.96,65.71
29,498.44,-469.56,65.78
30,498.68,-469.59,66.4
29,498.63,-470.06,65.71
28,498.06,-469.58,65.78
28,497.83,-469.55,66.42
27,498.01,-471.8,65.36
28,498.41,-471.83,65.77
27,498.09,-470.92,65.4
27,497.66,-470.85,65.77
28,498.33,-470.48,65.8
28,498.23,-471.36,65.8
29,498.57,-470.5,66.42
29,498.46,-471.37,66.42
29,498.52,-470.95,65.75
27,497.85,-471.37,65.81
28,497.96,-470.45,65.81
28,497.72,-470.43,66.43
29,498.43,-467.36,65.55
29,498.73,-466.97,65.93
29,498.36,-466.94,65.93
30,498.16,-466.91,66.4
29,498.1,-467.34,65.81
30,498.84,-468.31,65.67
29,498.37,-468.25,65.45
29,497.99,-468.21,65.76
29,498.53,-468.75,65.84
30,498.63,-467.84,65.89
31,498.79,-468.72,66.39
28,498.89,-467.87,66.39
29,498.26,-467.82,65.88
29,498.05,-467.79,66.41
29,498.15,-468.7,65.83
29,497.94,-468.67,66.41
29,499.05,-464.36,65.93
29,498.71,-464.74,65.86
30,498.43,-464.72,66.29
27,498.13,-472.23,65.81
27,498.3,-472.71,65.78
28,498.35,-472.25,66.43
26,497.91,-472.67,65.32
26,497.93,-472.65,64.99
26,498.03,-473.12,65.31
26,498.16,-473.12,64.97
26,497.76,-472.2,65.82
26,497.49,-472.18,65.24
27,497.6,-471.36,65.78
26,498.03,-473.11,65.81
27,498.24,-473.13,66.43
27,498.24,-473.13,65.78
27,498.19,-473.59,65.2
29,498.66,-465.71,65.99
27,498.89,-465.2,66.37
30,498.34,-465.5,66.31
30,498.56,-466.53,65.95
28,498.46,-466.06,66.42
29,498.27,-466.03,67.04
30,498.22,-466.46,66.39
29,498.26,-469.15,65.8
28,497.89,-469.09,66.42
31,498.73,-469.19,66.51
28,498.19,-470.02,65.78
28,497.78,-469.97,66.42
29,498.44,-469.57,66.41
31,498.68,-469.62,67.05
30,498.62,-470.07,66.42
28,498.06,-469.57,66.43
29,497.83,-469.55,67.05
27,498.02,-471.78,65.81
28,498.4,-471.83,66.43
27,498.1,-470.9,65.81
27,497.67,-470.85,66.43
28,498.33,-470.47,66.43
28,498.24,-471.35,66.43
30,498.57,-470.49,67.05
29,498.46,-471.37,67.05
29,498.51,-470.95,66.42
27,497.85,-471.37,66.44
28,497.96,-470.45,66.43
28,497.72,-470.43,67.06
29,498.46,-467.4,65.9
25,498.73,-466.97,66.41
29,498.36,-466.94,66.42
29,498.16,-466.91,67.04
30,498.11,-467.34,66.4
29,498.37,-468.28,65.85
29,498,-468.22,66.41
30,498.53,-468.71,66.41
29,498.63,-467.85,66.42
30,498.79,-468.69,67.04
30,498.26,-467.82,66.42
30,498.05,-467.79,67.05
