ppm NH3 Concentration mole,X (m),Y (m),Z (m)
34,-48.82,-134.72,20.1
35,-48.81,-134.68,20.18
31,-48.38,-134.74,20.04
28,-48.36,-134.68,20.16
25,-47.5,-134.78,19.92
27,-47.92,-134.76,19.98
25,-47.89,-134.67,20.12
34,-51.25,-134.68,20.51
37,-49.05,-134.84,20.13
40,-49.02,-134.68,20.17
31,-48.61,-134.86,20.07
38,-48.81,-134.79,20.24
32,-48.6,-134.68,20.17
37,-48.81,-134.68,20.43
30,-48.18,-135.14,20.11
30,-48.17,-134.9,20.02
33,-48.36,-134.8,20.21
27,-48.16,-134.68,20.14
33,-48.36,-134.68,20.44
26,-47.73,-134.95,19.97
29,-47.9,-134.8,20.18
27,-47.88,-134.68,20.44
36,-50.82,-134.74,20.36
40,-50.35,-134.76,20.3
32,-50.32,-134.68,20.45
32,-50.8,-134.68,20.48
50,-53.69,-134.68,20.85
41,-53.25,-134.74,20.69
42,-53.24,-134.68,20.82
35,-51.26,-134.72,20.42
40,-51.86,-134.68,20.53
36,-51.05,-134.86,20.4
42,-51.25,-134.78,20.57
33,-51.04,-134.68,20.5
36,-51.5,-134.68,20.52
48,-51.24,-134.68,20.77
41,-49.93,-134.77,20.25
35,-49.92,-134.68,20.43
33,-49.27,-134.99,20.17
31,-49.2,-135.14,20.2
40,-49.5,-134.79,20.19
41,-49.48,-134.68,20.4
28,-48.84,-135.03,20.11
27,-48.82,-135.14,20.19
40,-49,-134.87,20.25
42,-49.08,-134.68,20.41
29,-48.41,-135.05,20.06
25,-48.4,-135.14,20.17
35,-48.59,-134.88,20.23
37,-48.81,-134.79,20.46
36,-48.6,-134.68,20.44
36,-48.8,-134.68,20.77
28,-47.97,-135.07,20
26,-47.99,-135.14,20.14
30,-48.16,-134.9,20.2
32,-48.36,-134.8,20.45
30,-48.15,-134.68,20.44
25,-48.35,-134.68,20.76
38,-50.61,-134.9,20.34
31,-50.62,-135.14,20.44
46,-50.8,-134.8,20.54
39,-50.17,-134.95,20.28
49,-50.34,-134.81,20.51
32,-50.17,-135.14,20.45
32,-50.6,-134.68,20.47
56,-50.33,-134.68,20.77
52,-50.8,-134.68,20.77
85,-56.73,-134.68,21.19
87,-56.36,-134.84,21.1
87,-56.14,-134.72,21.07
87,-56.38,-134.68,21.19
87,-56.13,-134.68,21.17
88,-55.69,-134.74,21.01
88,-55.68,-134.68,21.14
46,-53.7,-134.72,20.74
66,-54.3,-134.68,20.87
57,-53.94,-134.68,20.86
42,-53.49,-134.86,20.72
50,-53.69,-134.78,20.9
48,-53.48,-134.68,20.83
53,-53.68,-134.68,21.11
39,-53.05,-134.9,20.67
35,-53.06,-135.14,20.77
46,-53.24,-134.8,20.87
41,-53.04,-134.68,20.8
44,-53.23,-134.68,21.11
36,-51.48,-134.84,20.46
39,-51.94,-134.79,20.51
41,-52.76,-134.68,20.79
40,-52.79,-134.76,20.63
42,-52.36,-134.68,20.76
40,-52.37,-134.77,20.57
37,-50.85,-135.05,20.38
33,-50.84,-135.14,20.5
36,-51.63,-135.14,20.53
48,-51.87,-134.82,20.61
45,-51.93,-134.68,20.75
37,-51.28,-135.03,20.44
35,-51.26,-135.14,20.52
47,-51.03,-134.88,20.56
46,-51.46,-134.86,20.59
56,-51.25,-134.78,20.79
50,-51.04,-134.68,20.77
47,-51.51,-134.68,20.77
77,-51.24,-134.68,21.1
39,-49.73,-134.96,20.23
34,-49.72,-135.14,20.42
50,-49.92,-134.82,20.48
59,-49.92,-134.68,20.77
35,-49.41,-134.95,20.18
36,-49.21,-134.99,20.26
28,-49.26,-135.14,20.42
44,-49.48,-134.84,20.45
52,-49.48,-134.68,20.77
34,-49.96,-135.14,20.44
38,-49.96,-135.09,20.26
35,-48.82,-134.99,20.25
26,-48.85,-135.14,20.44
40,-49.04,-134.86,20.45
42,-49.07,-134.68,20.77
30,-48.39,-135,20.22
33,-48.6,-134.88,20.45
33,-48.81,-134.78,20.77
31,-48.6,-134.68,20.77
27,-48.8,-134.68,21.08
26,-47.97,-135.02,20.2
26,-48.16,-134.89,20.45
36,-50.41,-135.07,20.32
31,-50.42,-135.14,20.47
50,-50.59,-134.9,20.53
61,-50.8,-134.8,20.79
53,-50.15,-134.93,20.5
64,-50.34,-134.81,20.78
54,-50.16,-135.14,20.77
54,-50.59,-134.68,20.77
71,-50.32,-134.68,21.09
75,-50.79,-134.68,21.1
84,-56.81,-134.79,21.16
83,-57.25,-134.77,21.22
84,-57.23,-134.68,21.42
82,-57.66,-134.76,21.27
80,-58.57,-134.71,21.39
81,-58.13,-134.74,21.33
82,-57.64,-134.68,21.45
80,-58.56,-134.68,21.5
82,-58.12,-134.68,21.48
87,-56.61,-134.98,21.14
87,-56.51,-135.14,21.19
84,-56.75,-134.82,21.26
85,-56.81,-134.68,21.42
87,-56.15,-135.03,21.08
86,-56.34,-134.86,21.25
87,-56.14,-135.14,21.18
88,-55.92,-134.86,21.05
86,-56.12,-134.78,21.23
86,-56.39,-134.68,21.44
88,-55.92,-134.68,21.16
86,-56.12,-134.68,21.44
87,-55.48,-134.9,20.99
83,-55.49,-135.14,21.1
87,-55.68,-134.8,21.2
86,-55.22,-134.75,20.95
88,-55.47,-134.68,21.13
88,-55.67,-134.68,21.44
87,-55.2,-134.68,21.12
52,-53.92,-134.84,20.78
67,-54.38,-134.79,20.84
78,-54.81,-134.78,20.9
79,-54.8,-134.68,21.09
46,-54.07,-135.14,20.86
65,-54.31,-134.82,20.94
68,-54.37,-134.68,21.09
43,-53.71,-135.03,20.76
40,-53.7,-135.14,20.85
53,-53.9,-134.86,20.92
59,-53.95,-134.68,21.11
39,-53.29,-135.05,20.7
37,-53.28,-135.14,20.83
48,-53.47,-134.88,20.89
52,-53.68,-134.78,21.13
