ppm NH3 Concentration mole,X (m),Y (m),Z (m)
58,-58.57,-134.71,21.39
27,-58.13,-134.74,21.33
57,-58.56,-134.68,21.5
34,-58.12,-134.68,21.48
100,-59.25,-134.79,21.49
95,-59.17,-134.68,21.52
69,-58.8,-134.84,21.43
69,-58.82,-134.68,21.52
38,-58.36,-134.86,21.37
49,-58.56,-134.78,21.56
26,-58.12,-134.8,21.53
29,-57.91,-134.68,21.46
53,-58.36,-134.68,21.49
57,-58.56,-134.68,21.78
36,-58.11,-134.68,21.78
109,-60.1,-134.75,21.6
110,-60.07,-134.68,21.77
109,-63.01,-134.73,21.98
109,-62.99,-134.68,22.14
111,-61.69,-134.79,21.81
110,-60.57,-134.74,21.66
111,-61.01,-134.71,21.72
110,-61.61,-134.68,21.85
111,-61,-134.68,21.83
110,-60.55,-134.68,21.81
98,-59.68,-135.14,21.58
100,-59.71,-135.11,21.56
104,-59.91,-134.95,21.59
93,-59.91,-135.14,21.77
87,-59.27,-135.11,21.5
86,-59.27,-135.14,21.55
76,-59.05,-134.98,21.47
65,-58.99,-135.14,21.54
100,-59.48,-134.97,21.53
94,-59.48,-135.14,21.57
95,-59.21,-134.84,21.6
104,-59.69,-134.8,21.55
91,-59.24,-134.68,21.76
104,-59.67,-134.68,21.75
36,-58.58,-135.14,21.52
50,-58.59,-135.03,21.41
63,-58.78,-134.86,21.58
66,-58.82,-134.68,21.78
36,-58.34,-134.88,21.55
56,-58.56,-134.78,21.79
32,-58.12,-134.8,21.79
29,-57.91,-134.68,21.78
48,-58.35,-134.68,21.78
79,-58.55,-134.68,22.11
47,-58.11,-134.68,22.1
110,-60.37,-135.14,21.76
110,-60.36,-134.89,21.64
109,-60.09,-134.81,21.82
110,-60.35,-134.68,21.79
110,-60.07,-134.68,22.12
108,-63.45,-134.71,22.04
108,-63.44,-134.68,22.17
108,-63.24,-134.86,22.02
109,-63.23,-134.68,22.15
111,-61.71,-135.11,21.83
110,-61.69,-135.15,21.87
111,-61.8,-134.95,21.83
110,-62.54,-134.75,21.92
110,-62.13,-134.78,21.87
110,-62.51,-134.68,22.1
110,-62.11,-134.68,22.08
109,-62.6,-135.06,21.94
108,-62.61,-135.14,22.13
108,-62.81,-135.14,22.08
109,-62.8,-134.89,21.96
108,-62.99,-134.8,22.19
110,-62.79,-134.68,22.12
109,-62.99,-134.68,22.45
108,-63.04,-135.04,22
105,-60.17,-135.14,21.8
108,-60.16,-135.07,21.62
111,-61.48,-134.98,21.79
110,-61.65,-134.84,21.93
110,-61.43,-135.14,21.87
111,-60.8,-134.86,21.69
111,-60.55,-134.8,21.86
111,-61.24,-134.84,21.75
110,-61,-134.78,21.89
110,-61.68,-134.68,22.09
111,-61.26,-134.68,21.85
110,-60.8,-134.68,21.82
111,-61,-134.68,22.12
111,-60.55,-134.68,22.12
91,-59.71,-135.14,21.78
99,-59.68,-135.04,21.67
103,-59.91,-134.93,21.82
101,-59.91,-135.14,22.12
92,-59.26,-135.04,21.61
81,-59.27,-135.14,21.78
80,-59.02,-134.95,21.6
56,-59.01,-135.14,21.78
98,-59.43,-134.98,21.63
88,-59.47,-135.14,21.78
93,-59.24,-134.84,21.79
103,-59.67,-134.83,21.8
103,-59.23,-134.68,22.11
109,-59.67,-134.68,22.11
27,-58.59,-135.14,21.78
42,-58.58,-134.98,21.56
68,-58.79,-134.87,21.8
91,-58.82,-134.68,22.11
40,-58.35,-134.88,21.79
71,-58.56,-134.78,22.11
41,-58.11,-134.8,22.1
35,-57.9,-134.68,22.1
39,-57.63,-134.68,22.41
65,-58.35,-134.68,22.1
95,-58.55,-134.68,22.42
70,-58.1,-134.68,22.42
110,-60.6,-135.14,21.82
110,-60.6,-135.05,21.68
110,-60.34,-134.89,21.84
110,-60.09,-134.81,22.12
111,-60.34,-134.68,22.12
111,-60.07,-134.68,22.43
108,-63.67,-134.84,22.08
108,-63.44,-134.78,22.22
108,-63.7,-134.68,22.18
109,-63.43,-134.68,22.45
107,-63.46,-135.14,22.18
108,-63.46,-135.03,22.06
108,-63.22,-134.87,22.2
109,-63.23,-134.68,22.45
110,-61.69,-135.03,21.93
109,-61.71,-135.14,22.09
109,-62.15,-135.09,21.89
108,-62.15,-135.14,22.09
110,-61.95,-134.97,21.85
110,-61.76,-134.95,21.93
109,-61.91,-135.14,22.07
109,-62.36,-134.94,21.91
108,-62.36,-135.14,22.1
109,-62.53,-134.81,22.15
109,-62.11,-134.82,22.12
110,-62.51,-134.68,22.45
110,-62.11,-134.68,22.45
108,-63.04,-135.14,22.15
108,-62.59,-135.01,22.17
108,-62.62,-135.14,22.45
108,-62.78,-134.89,22.17
108,-62.99,-134.8,22.46
109,-62.78,-134.68,22.45
109,-62.98,-134.68,22.77
108,-63.02,-135,22.2
109,-60.19,-135.14,22.12
108,-60.15,-135.01,21.84
110,-61.46,-134.95,21.93
110,-61.68,-134.83,22.13
109,-61.44,-135.14,22.12
110,-61.02,-135.14,21.84
111,-61.03,-135.03,21.73
