ppm HF Concentration mole,X (m),Y (m),Z (m)
2,140.65,81.35,66.08
2,141.02,81.34,65.79
2,141.04,81.34,65.48
2,140.03,82.4,64.96
2,140.65,81.35,65.63
2,140.98,81.14,65.8
2,140.98,81.15,65.49
2,140.16,82.3,64.9
2,140.03,82.39,64.73
2,140.23,82.3,64.84
2,140.95,80.96,65.49
2,140.95,80.96,65.8
2,140.09,82.8,64.66
2,140.02,82.92,64.76
2,140.09,82.29,64.71
2,140.25,81.96,64.53
2,140.09,82.42,64.66
2,139.96,82.36,64.68
2,139.98,82.81,64.57
7,141.27,81.63,53.3
7,141.29,81.63,53.92
7,141.27,81.63,53.61
7,141.04,81.63,53.98
7,140.88,81.63,54.32
7,140.88,81.63,54.16
6,140.87,81.63,54.63
6,140.87,81.63,54.47
6,140.77,81.63,53.3
12,141.21,85.84,51.9
12,141.21,85.84,51.27
9,141.37,81.83,53.3
7,141.26,81.63,52.99
7,141.59,81.63,53.3
7,141.26,81.63,51.9
7,141.81,81.63,53.3
7,141.05,81.63,54.24
6,141.04,81.63,54.55
7,141.6,81.63,53.61
11,141.45,82,53.3
7,141.3,81.63,54.24
7,141.6,81.63,53.93
9,141.39,81.83,53.92
6,141.29,81.63,54.55
4,140.86,81.63,55.1
5,140.86,81.63,54.94
5,140.86,81.63,54.79
9,141.37,81.83,53.61
6,140.77,81.63,53.61
6,140.76,81.63,53.92
10,141.04,82.01,53.61
8,141.17,81.83,53.98
9,141.04,82.01,53.92
7,141.03,81.83,54.32
8,141.03,81.83,54.16
6,140.63,81.63,54.32
6,140.63,81.63,54.16
7,141.02,81.83,54.63
7,141.03,81.83,54.47
6,140.63,81.63,54.63
6,140.63,81.63,54.47
13,140.65,85.84,51.27
13,140.5,85.54,51.27
12,140.65,85.84,51.9
13,140.5,85.54,51.89
10,141.04,82.01,53.3
12,141.27,82.14,53.3
8,140.94,81.83,53.3
7,140.77,81.63,52.99
6,140.5,81.83,53.3
7,140.78,81.63,51.89
5,148.14,85.85,54.32
12,141.23,85.84,52.52
11,141.24,85.84,53.15
12,141.35,85.65,51.9
12,142.12,85.84,51.89
12,141.34,85.65,51.27
12,142.12,85.84,51.27
11,141.45,82,52.99
5,148.88,85.85,54.36
4,149.07,85.49,54.39
7,147.68,85.84,51.58
5,148.13,85.84,53.74
10,144.04,85.84,51.58
9,145.92,85.84,51.58
9,141.37,81.83,52.99
9,141.66,81.83,53.3
8,141.38,81.83,51.9
9,141.87,81.83,53.3
7,141.25,81.63,52.68
7,141.24,81.63,52.36
7,141.59,81.63,52.99
7,141.81,81.63,52.99
7,141.88,81.63,51.89
7,141.82,81.63,53.61
7,141.82,81.63,53.93
8,142.07,81.63,52.99
8,142.07,81.63,53.3
7,145.99,85.86,56.97
4,146.34,85.86,57.21
6,146.28,85.9,56.88
2,146.38,85.89,57.06
8,141.18,81.83,54.24
9,141.13,81.97,54.16
9,141.13,81.97,54.32
9,141.04,82.04,54.16
9,141.04,82.04,54.32
8,140.93,81.98,54.16
8,140.93,81.98,54.32
5,141.03,81.63,54.86
7,141.17,81.83,54.55
8,141.13,81.97,54.47
8,141.13,81.97,54.63
8,141.04,82.04,54.47
8,141.04,82.04,54.63
8,140.93,81.98,54.47
7,140.93,81.98,54.63
4,141.03,81.63,55.18
4,140.86,81.63,55.25
11,141.92,81.99,53.3
11,141.45,82,53.61
9,141.66,81.83,53.61
12,141.71,82.1,53.3
7,141.59,81.63,54.24
8,141.4,81.83,54.24
11,141.46,82,53.92
9,141.66,81.83,53.93
5,141.28,81.63,54.86
5,141.58,81.63,54.55
7,141.4,81.83,54.55
4,141.27,81.63,55.18
7,141.81,81.63,54.24
5,141.81,81.63,54.55
6,141.02,81.83,55.1
4,140.63,81.63,55.25
5,140.63,81.63,55.1
6,141.02,81.83,54.94
6,141.02,81.83,54.79
5,140.63,81.63,54.94
5,140.63,81.63,54.79
8,140.94,81.83,53.61
6,140.5,81.83,53.61
7,140.93,81.83,53.92
6,140.5,81.83,53.93
12,141.27,82.14,53.61
10,140.88,82.17,53.61
11,141.27,82.13,53.93
10,140.88,82.17,53.93
11,141.24,85.84,53.77
7,140.82,81.83,54.32
7,140.82,81.83,54.16
6,140.5,81.83,54.24
6,140.81,81.83,54.63
7,140.82,81.83,54.47
6,140.5,81.83,54.55
13,140.83,85.65,51.27
13,141.39,85.42,51.27
13,140.48,85.14,51.27
13,140.67,85.37,51.27
12,140.65,85.84,52.52
13,140.83,85.65,51.9
13,141.39,85.42,51.9
13,140.48,85.14,51.9
13,140.67,85.37,51.9
13,140.5,85.51,52.53
12,140.65,85.84,53.15
13,141.51,82.33,53.3
14,141.31,82.56,53.3
10,141.04,82.01,52.99
10,140.88,82.17,53.3
12,141.07,82.36,53.3
11,141.27,82.14,52.99
8,140.94,81.83,52.99
8,140.68,82.01,53.3
7,140.77,81.63,52.68
7,140.76,81.63,52.36
6,140.5,81.83,52.99
6,140.49,82.21,53.3
10,141.46,82,51.9
8,140.95,81.83,51.89
7,140.5,81.83,51.89
13,141.6,83.43,51.27
4,148.89,85.85,55
4,148.87,85.85,55.64
3,149.07,85.48,55.02
7,145.28,85.84,56.91
7,146.02,85.86,56.31
6,146.28,85.9,56.31
3,148.21,85.85,54.91
3,149.07,84.64,54.4
11,142.16,85.84,53.77
14,141.31,82.56,53.61
14,141.31,82.56,53.93
13,141.51,82.33,53.61
13,141.51,82.33,53.93
10,142.16,85.84,54.4
7,146.3,85.84,53.72
6,147.13,85.84,53.72
7,146.25,85.85,54.31
7,147.12,85.85,54.3
5,148.05,85.65,54.36
12,141.35,85.65,52.52
11,142.14,85.84,52.52
12,141.36,85.65,53.15
11,142.15,85.84,53.14
14,141.55,82.77,53.3
14,141.75,82.53,53.3
11,143.05,85.84,51.58
13,141.68,84.31,51.27
13,141.76,85.15,51.9
12,142.19,85.65,51.89
13,141.76,85.15,51.27
12,142.19,85.65,51.27
14,142.08,83.83,51.9
14,142.01,82.95,51.9
13,142.08,83.83,51.27
11,141.92,82.15,51.9
12,141.71,82.1,52.99
10,141.45,82,52.68
10,141.45,82,52.36
11,141.92,81.99,52.99
12,142.41,82.44,51.9
2,149.07,83.68,53.77
6,148.87,85.84,51.59
5,148.86,85.85,53.76
4,149.07,85.5,53.77
4,148.71,85.65,54.38
4,148.88,85.35,54.39
3,149.07,84.66,53.77
8,147.6,85.65,51.58
6,147.67,85.84,52.82
5,148.05,85.65,53.76
8,145.91,85.84,52.82
10,144.05,85.84,52.82
10,144.87,85.84,51.58
11,144.05,85.64,51.58
10,145.91,85.64,51.58
9,141.36,81.83,52.68
9,141.36,81.83,52.36
9,141.66,81.83,52.99
9,141.87,81.83,52.99
9,141.95,81.83,51.9
9,141.87,81.83,53.61
9,141.87,81.83,53.93
10,142.12,81.83,52.99
10,142.12,81.83,53.3
8,141.9,81.63,52.52
8,142.76,81.63,51.89
8,142.07,81.63,53.61
8,142.07,81.63,53.93
8,142.29,81.63,52.99
8,142.29,81.63,53.3
7,145.28,85.84,57.53
6,146.19,85.85,57.58
7,145.62,85.85,56.95
6,146.1,85.7,56.9
4,146.43,85.71,57.11
2,146.49,85.79,56.92
3,146.41,85.82,56.78
4,148.85,85.85,56.28
3,149.07,85.46,55.65
2,149.07,83.68,54.39
11,141.25,85.84,54.4
11,141.27,82.13,54.24
9,140.88,82.18,54.24
6,141.17,81.83,54.86
7,141.13,81.97,54.94
7,141.13,81.97,54.79
10,141.27,82.13,54.55
8,141.04,82.04,54.94
8,141.04,82.04,54.79
7,140.93,81.98,54.94
7,140.93,81.98,54.79
9,140.88,82.18,54.55
8,144.44,85.84,56.9
6,141.17,81.83,55.18
4,141.02,81.63,55.44
7,141.13,81.97,55.1
7,141.04,82.04,55.1
7,140.93,81.98,55.1
6,141.02,81.83,55.25
4,140.75,81.63,55.49
13,141.95,82.29,52.99
12,142.15,82.07,52.99
12,142.15,82.07,53.3
11,141.92,81.99,53.61
13,141.95,82.29,53.3
12,141.71,82.1,53.61
11,141.92,81.99,53.93
10,141.47,82,54.24
