ppm NH3 Concentration mole,X (m),Y (m),Z (m)
33,-637.05,-526.13,18.66
96,-621.64,-591.44,19.53
126,-624.4,-569.89,19.33
128,-625.46,-555.59,19.26
127,-619.09,-563.27,19.68
58,-632.97,-533.6,18.86
111,-629.5,-548.11,19
31,-629.31,-519.72,19.16
57,-608.9,-606.81,20.38
74,-615.27,-599.12,19.96
57,-616.54,-613.21,19.87
45,-593.6,-672.11,21.33
48,-599.97,-664.42,20.92
45,-601.24,-678.51,20.82
28,-603.78,-706.67,20.6
38,-610.15,-698.99,20.19
75,-607.62,-592.72,20.46
76,-599.98,-586.32,20.97
58,-593.61,-594.01,21.4
57,-601.25,-600.41,20.89
117,-612.72,-570.96,20.11
98,-606.35,-578.64,20.54
97,-613.99,-585.04,20.04
97,-621.7,-591.44,20.53
116,-620.36,-577.36,19.61
126,-624.46,-569.89,20.33
126,-625.53,-555.59,20.25
128,-617.82,-549.19,19.76
127,-619.16,-563.27,20.68
128,-611.45,-556.87,20.19
128,-610.18,-542.79,20.27
128,-603.8,-550.47,20.7
68,-628.24,-534.02,19.14
51,-633.03,-533.6,19.86
52,-639.34,-540.22,21.03
86,-635.53,-547.59,20.81
107,-629.57,-548.12,20
104,-624.2,-541.5,19.36
102,-616.55,-535.1,19.86
60,-622.93,-527.41,19.5
28,-621.67,-513.32,19.66
26,-614.02,-506.93,20.16
26,-638.52,-527.1,20.93
29,-629.37,-519.73,20.16
28,-645.1,-532.57,21.04
48,-569.23,-638.81,22.99
45,-562.85,-646.49,23.41
48,-561.57,-632.41,23.51
46,-555.2,-640.09,23.78
39,-556.48,-654.17,23.68
29,-550.12,-661.85,23.63
39,-548.83,-647.77,23.73
30,-542.46,-655.45,23.47
48,-576.96,-645.22,22.47
45,-570.56,-652.9,22.89
48,-584.69,-651.62,21.95
45,-578.26,-659.31,22.37
38,-564.13,-660.58,23.31
38,-571.84,-666.98,22.79
29,-557.77,-668.25,23.58
28,-565.42,-674.66,23.21
46,-587.24,-601.69,21.83
41,-580.81,-609.37,22.25
46,-594.88,-608.09,21.32
41,-588.51,-615.77,21.74
41,-574.38,-617.05,22.67
41,-582.09,-623.46,22.15
45,-575.66,-631.13,22.57
45,-567.95,-624.73,23.09
42,-589.78,-629.86,21.64
46,-583.37,-637.54,22.05
42,-597.43,-636.26,21.12
46,-591.06,-643.94,21.54
46,-602.53,-614.49,20.8
41,-596.15,-622.17,21.22
46,-610.17,-620.89,20.29
42,-603.8,-628.57,20.7
57,-608.96,-606.81,21.38
75,-615.33,-599.12,20.96
56,-616.61,-613.21,20.87
38,-579.54,-673.39,22.27
28,-573.12,-681.06,22.69
28,-580.82,-687.47,22.17
38,-587.23,-679.79,21.75
45,-585.96,-665.71,21.85
45,-593.67,-672.11,22.33
48,-600.04,-664.42,21.92
48,-592.33,-658.02,21.43
28,-588.5,-693.87,21.65
38,-594.87,-686.19,21.23
45,-601.31,-678.51,21.82
28,-596.14,-700.27,21.13
28,-603.85,-706.67,21.6
38,-602.51,-692.59,20.71
38,-610.22,-698.99,21.18
77,-592.34,-579.92,21.48
78,-584.64,-573.52,21.98
59,-578.21,-581.2,22.42
58,-585.92,-587.61,21.91
75,-607.69,-592.72,21.46
76,-600.05,-586.32,21.97
58,-593.68,-594.01,22.4
57,-601.32,-600.41,21.89
118,-605.08,-564.56,20.62
99,-598.71,-572.24,21.05
119,-597.43,-558.16,21.12
100,-591.06,-565.84,21.55
118,-612.79,-570.96,21.11
99,-606.42,-578.64,21.54
98,-614.06,-585.04,21.03
81,-621.8,-591.43,26.73
117,-620.43,-577.36,20.61
79,-576.93,-567.11,22.49
60,-570.49,-574.8,22.93
81,-569.21,-560.71,23.01
62,-562.81,-568.39,23.44
120,-589.79,-551.75,21.63
102,-583.36,-559.44,22.06
121,-582.09,-545.36,22.14
103,-575.65,-553.03,22.57
118,-633.19,-561.88,26.89
118,-626.82,-569.67,26.7
119,-625.63,-555.58,26.55
126,-617.88,-549.19,20.76
120,-619.24,-563.26,26.75
128,-611.51,-556.87,21.19
128,-602.53,-536.39,20.77
126,-610.24,-542.79,21.27
129,-596.16,-544.07,21.2
128,-603.87,-550.47,21.69
128,-594.89,-529.99,21.28
129,-588.52,-537.67,21.71
99,-639.57,-554.3,27.11
62,-628.3,-534.02,20.14
48,-634.26,-533.5,20.91
67,-638.31,-540.22,27.08
98,-631.92,-547.9,26.55
98,-624.26,-541.5,20.36
100,-608.91,-528.7,20.36
97,-616.61,-535.1,20.86
98,-601.26,-522.3,20.87
57,-615.29,-521.01,20
55,-622.99,-527.41,20.5
54,-607.64,-514.61,20.5
47,-500.27,-581.16,21.99
47,-493.84,-588.88,21.36
