ppm NH3 Concentration mole,X (m),Y (m),Z (m)
48,-238.05,367.43,33.14
46,-242.09,374.9,30.91
31,-243.5,360.87,33.01
67,-238.28,367.59,34.1
35,-237.04,353.21,35.84
38,-248.78,382.68,28.02
26,-249.9,368.54,30.2
64,-242.31,375.06,31.87
25,-251.33,354.57,33.34
75,-239.6,367.81,34.94
47,-243.72,361.04,33.97
47,-237.27,353.38,36.8
31,-255.13,390.4,25.22
49,-249,382.84,28.98
75,-243.45,375.7,33.79
34,-250.12,368.71,31.16
30,-252.69,355.85,34.56
26,-244.94,347.01,36.15
53,-245.1,362.26,34.95
81,-237.6,353.66,41.51
40,-255.34,390.56,26.18
69,-249.38,383.16,32.57
27,-256.71,376.51,28.29
27,-258.34,362.71,33.4
48,-250.73,369.16,33.68
48,-251.42,354.68,40.72
51,-245.25,347.25,41.26
125,-237.28,353.5,50.72
76,-243.82,361.15,40.81
96,-238.56,339.42,50.78
62,-255.63,390.77,31.24
42,-257.03,376.77,32.27
47,-257.85,362.44,40.88
74,-250.17,368.84,40.79
27,-259.03,348.21,40.62
29,-252.93,340.81,41.02
88,-251.36,354.79,50.85
94,-244.96,347.1,50.81
120,-243.68,361.19,50.76
64,-246.24,333.02,50.87
138,-238.47,339.45,60.78
36,-253.93,326.62,50.96
38,-247.53,318.94,50.93
26,-305.39,466.09,20.97
27,-299,458.29,20.72
44,-264.25,370.12,40.91
33,-269.4,391.74,30.59
37,-263.28,384.35,31
71,-256.57,376.52,40.82
26,-265.54,356.04,40.97
80,-257.76,362.47,50.88
113,-250.08,368.87,50.79
54,-259.04,348.39,50.94
27,-266.73,341.99,51.03
60,-252.64,340.7,50.9
32,-260.33,334.3,51
107,-251.27,354.82,60.85
123,-244.87,347.14,60.81
130,-243.59,361.22,60.75
103,-238.38,339.49,70.78
102,-246.15,333.05,60.87
60,-253.84,326.65,60.96
73,-247.44,318.97,60.93
117,-239.75,325.37,60.84
42,-248.72,304.89,60.99
52,-242.32,297.2,60.95
27,-312.98,459.72,31.06
30,-306.58,452.04,31.03
46,-305.3,466.12,30.97
51,-298.9,458.44,30.94
33,-300.18,444.35,30.99
37,-293.78,436.67,30.96
25,-288.66,414.9,30.99
28,-282.26,407.22,30.95
31,-275.86,399.54,30.92
36,-277.05,385.49,40.98
41,-270.65,377.8,40.95
71,-264.16,370.15,50.91
62,-269.37,391.89,40.89
68,-262.97,384.2,40.85
104,-256.48,376.55,50.82
40,-271.85,363.75,51
47,-265.45,356.07,50.97
91,-257.67,362.5,60.88
116,-249.99,368.9,60.79
71,-258.95,348.42,60.94
38,-266.64,342.02,61.03
86,-252.55,340.74,60.9
48,-260.24,334.34,60.99
79,-243.5,361.25,70.75
71,-251.18,354.85,70.85
87,-244.78,347.17,70.81
26,-261.52,320.25,61.05
34,-255.12,312.57,61.02
82,-246.06,333.09,70.87
52,-253.74,326.69,70.96
72,-247.34,319,70.93
104,-239.66,325.4,70.84
44,-248.63,304.92,70.99
26,-249.91,290.83,71.04
61,-242.23,297.23,70.95
39,-318.1,481.49,31.04
43,-311.7,473.81,31
39,-312.89,459.75,41.06
44,-306.49,452.07,41.03
61,-305.21,466.15,40.97
67,-298.81,458.47,40.94
49,-300.09,444.39,40.99
56,-293.69,436.7,40.96
37,-294.97,422.62,41.02
43,-288.57,414.94,40.99
27,-289.86,400.85,41.04
32,-283.46,393.17,41.01
49,-282.17,407.25,40.95
56,-275.77,399.57,40.92
51,-276.96,385.52,50.98
79,-269.28,391.92,50.89
63,-270.56,377.84,50.95
93,-262.88,384.24,50.85
103,-256.39,376.59,60.82
78,-264.07,370.19,60.91
26,-284.65,379.12,51.07
33,-278.25,371.44,51.04
45,-271.75,363.79,61
57,-265.35,356.1,60.97
29,-273.04,349.7,61.06
58,-256.3,376.62,70.82
66,-249.9,368.94,70.79
46,-263.98,370.22,70.91
58,-257.58,362.54,70.88
51,-258.86,348.45,70.94
28,-266.55,342.05,71.03
66,-252.46,340.77,70.9
39,-260.15,334.37,70.99
32,-255.03,312.6,71.02
33,-330.9,496.86,31.1
36,-324.5,489.17,31.07
31,-325.69,475.12,41.13
34,-319.29,467.44,41.09
51,-318.01,481.52,41.04
55,-311.61,473.84,41
55,-305.12,466.19,50.97
38,-312.8,459.79,51.06
45,-306.4,452.1,51.03
62,-298.72,458.5,50.94
28,-307.77,437.99,41.09
32,-301.37,430.3,41.05
50,-300,444.42,50.99
59,-293.6,436.74,50.96
42,-294.88,422.65,51.02
25,-302.57,416.25,51.11
30,-296.17,408.57,51.08
50,-288.48,414.97,50.99
36,-289.76,400.89,51.04
58,-282.08,407.29,50.95
44,-283.36,393.2,51.01
69,-275.68,399.6,50.92
53,-269.79,384.93,65.92
30,-271.66,363.82,71
39,-265.26,356.14,70.97
25,-350.1,519.9,31.2
30,-337.3,504.54,31.13
27,-343.7,512.22,31.17
33,-331.41,489.86,46.13
44,-317.92,481.55,51.03
50,-311.52,473.87,51
30,-325.6,475.15,51.13
35,-319.2,467.47,51.09
26,-314.08,445.7,51.12
27,-305.62,459.2,66
30,-307.68,438.02,51.08
36,-301.28,430.34,51.05
34,-292.82,443.83,65.93
26,-295.39,415.66,66.05
37,-282.59,400.29,65.98
27,-344.21,505.23,46.2
25,-1079.94,1684.96,21.36
25,-1080.32,1685.64,21.67
25,-1080.32,1685.64,21.98
25,-1080.42,1685.02,21.36
25,-1080.42,1685.02,21.04
25,-1080.43,1685.02,20.73
25,-1080.3,1686.71,23.7
25,-1079.63,1685.6,23.06
