ppm HF Concentration mole,X (m),Y (m),Z (m)
5,66.2,81.67,41.98
5,66.16,81.78,41.92
4,76.22,81.33,46.05
4,76.21,81.34,46.08
2,66.19,82.06,41.87
4,76.21,81.33,46.16
4,76.27,81.29,46.05
4,76.29,81.32,46.08
4,76.19,81.3,46.09
4,76.17,81.3,46.02
4,76.21,81.24,46.01
4,76.18,81.33,46.2
4,76.16,81.29,46.23
4,77.13,107.63,50.23
4,77.35,107.63,50.07
3,77.37,107.63,50.23
3,77.82,107.63,50.07
3,77.84,107.63,50.23
4,76.99,107.63,50.23
4,76.17,81.36,46.08
4,76.16,81.35,46.03
4,76.12,81.37,46.02
4,76.1,81.33,46
4,76.15,81.39,46.08
4,76.15,81.35,46.17
4,76.12,81.45,46.08
4,76.13,81.32,46.23
4,76.08,81.42,46.02
4,76.11,81.46,46.05
4,75.91,81.43,45.96
4,76.2,81.29,46.14
4,76.25,81.27,46.24
4,76.27,81.3,46.18
4,76.27,81.2,46.02
4,76.25,81.26,46.09
4,76.32,81.23,46.04
4,76.26,81.16,46
4,76.33,81.26,46.24
4,76.31,81.23,46.24
4,76.37,81.27,46.06
4,76.36,81.29,46.08
4,76.16,81.09,45.92
4,76.11,81.2,45.94
4,76,81.32,45.95
4,76.14,81.28,46.08
4,76.2,81.22,46.07
4,76.21,81.25,46.23
4,76.15,81.27,46.15
4,76.11,81.27,46.21
4,76.19,81.21,46.24
4,75.73,81.49,45.89
4,75.82,81.39,45.89
4,76.06,81.33,46.22
4,63.66,107.63,40.56
4,64.02,107.63,40.56
4,63.58,107.28,40.56
3,78.3,107.63,50.07
3,78.64,107.63,50.07
3,78.75,107.63,50.07
4,76.98,107.63,50.07
4,77.12,107.63,50.07
3,77.8,107.63,49.88
4,77.31,107.63,49.69
4,77.33,107.63,49.88
4,77.01,107.43,50.04
4,77.22,107.63,50.07
4,77.23,107.43,49.89
4,77.24,107.43,50.04
3,77.69,107.43,50.04
4,77.68,107.43,49.89
3,78.9,107.63,50.07
3,79.27,107.63,50.24
3,78.3,107.63,50.23
3,78.66,107.63,50.23
3,78.76,107.63,50.23
3,78.9,107.63,50.23
3,79.13,107.63,50.23
3,79.28,107.61,50.3
4,77.14,107.62,50.3
4,77.24,107.63,50.23
3,77.37,107.61,50.3
3,77.57,107.63,50.14
3,77.84,107.6,50.3
3,78.05,107.63,50.14
4,63.58,106.48,50.15
4,76.64,107.63,50.14
4,76.87,107.43,50.04
4,77.01,107.58,50.3
4,63.68,106.46,50.3
4,76.65,107.55,50.3
4,76.09,81.33,46.08
4,76.11,81.31,46.14
4,76.05,81.4,46.08
4,76.08,81.44,46.09
4,76.09,81.55,46.08
4,76.12,81.41,46.18
4,76.07,81.65,46.08
4,76.08,81.39,46.23
4,76.02,81.52,46.04
4,76.04,81.68,46.07
4,76.08,81.73,46.09
4,75.99,81.72,46.07
4,76.07,81.72,46.3
4,75.57,81.54,45.84
4,75.65,81.61,45.92
4,75.85,81.41,45.99
4,75.82,81.56,45.98
4,75.74,81.65,45.98
4,75.44,81.56,45.8
4,75.5,81.65,45.85
4,75.42,81.61,45.8
4,75.45,81.6,45.82
4,75.58,81.73,45.92
4,76.21,81.13,45.96
4,76.21,81.03,45.92
4,76.25,81.25,46.15
4,76.33,81.27,46.18
4,76.26,81.21,46.23
4,76.25,81.16,46.08
4,76.3,81.2,46.09
4,76.37,81.16,46.04
4,76.24,81.14,46.03
4,76.31,81.11,46
4,76.36,81.27,46.14
4,76.32,81.21,46.2
4,76.38,81.24,46.24
4,76.38,81.22,46.26
4,76.36,81.18,46.25
4,76.36,81.23,46.1
4,76.43,81.27,46.08
4,76.4,81.22,46.06
4,76.41,81.27,46.08
4,76.42,81.05,46.02
4,76.44,81.22,46.06
4,76.13,81.06,45.96
4,76.07,81.16,45.97
4,75.99,81.26,45.97
4,75.82,81.33,45.86
4,75.64,81.45,45.83
4,75.51,81.51,45.81
4,76.16,81.01,45.87
4,76.1,81.03,45.85
4,76.02,81.13,45.86
4,75.91,81.25,45.87
4,76.25,81.19,46.26
4,78.16,82.06,46.13
4,76.01,80.96,45.95
4,75.96,81.07,46.04
4,76.08,81.17,46.05
4,76.1,81.24,46.14
4,76.1,81.25,46.23
4,76.2,81.22,46.15
4,76.19,81.18,46.19
4,76.13,81.23,46.27
4,75.98,81.29,46.05
4,76.03,81.33,46.25
4,75.68,81.45,45.96
4,75.76,81.36,45.94
4,75.86,81.19,46.04
4,75.88,81.41,46.06
4,76.03,81.32,46.14
4,78.18,82.07,46.15
4,63.72,107.34,40.46
4,64,107.53,40.46
4,64.98,107.63,40.56
4,63.66,107.63,40.99
4,63.66,107.63,41.65
4,64.03,107.63,40.99
4,64.03,107.63,41.67
4,63.85,107.43,40.75
4,63.58,106.91,40.52
4,64.46,107.63,40.56
4,64.2,107.43,40.75
4,63.78,107.1,40.75
4,63.58,107.26,40.99
4,63.58,107.26,41.67
4,63.58,106.51,40.56
4,63.58,93.28,50.14
4,63.76,93.25,50.3
4,63.58,94.65,50.14
4,63.64,94.64,50.3
3,77.78,107.63,49.69
4,77.29,107.63,49.47
4,63.58,106.44,49.31
4,76.62,107.63,49.79
3,78.24,107.63,49.41
3,79.07,107.43,50.04
3,79.08,107.41,50.1
3,78.61,107.63,49.69
3,78.26,107.63,49.69
3,78.28,107.63,49.88
3,78.62,107.63,49.88
3,78.72,107.63,49.7
3,78.73,107.63,49.88
3,78.51,107.63,50.07
3,78.15,107.43,49.89
3,78.14,107.43,50.04
3,78.48,107.43,50.04
3,78.48,107.43,49.89
3,78.58,107.43,49.89
3,78.59,107.43,50.04
3,78.72,107.43,49.89
3,78.94,107.43,50.04
3,78.72,107.43,50.04
3,78.96,107.29,49.92
4,77.01,107.42,50.1
4,77.24,107.41,50.1
3,77.69,107.4,50.1
3,78.02,107.63,49.78
4,77.06,107.63,49.78
4,76.87,107.43,49.89
4,77,107.43,49.89
3,77.53,107.63,49.78
4,77.67,107.43,49.72
4,77.22,107.43,49.56
4,77.22,107.43,49.72
4,76.93,107.3,49.92
4,77.11,107.43,50.04
4,77.11,107.43,49.89
4,77.15,107.29,49.79
4,77.15,107.29,49.92
4,77.43,107.43,49.96
4,77.59,107.28,49.92
4,77.59,107.28,49.79
3,77.91,107.43,49.96
3,79.11,107.63,50.07
3,78.88,107.63,49.71
3,78.88,107.63,49.88
3,79.27,107.63,50.08
3,79.3,107.6,50.23
3,78.29,107.58,50.3
3,78.66,107.61,50.3
3,78.51,107.63,50.24
3,79,107.63,50.25
3,78.77,107.56,50.3
3,78.89,107.6,50.3
3,79.13,107.6,50.3
3,79.22,107.52,50.3
4,77.12,107.47,50.3
4,77.25,107.57,50.3
3,77.59,107.51,50.3
3,78.06,107.49,50.3
4,63.58,94.1,50.14
4,63.58,95.55,50.14
4,63.58,95.06,50.14
4,63.58,96.46,50.14
4,63.58,98.27,50.14
