ppm NH3 Concentration mole,X (m),Y (m),Z (m)
26,-277,322.57,34.82
62,-269.48,329.01,35.18
75,-275.05,335.87,33.95
28,-282.66,329.42,33.68
34,-293.48,361.97,24.86
30,-300.19,367.1,24.67
64,-275.74,321.38,41.02
160,-268.18,327.88,41.12
70,-287.61,351.04,31.34
75,-281.34,343.48,32.54
166,-274.5,335.55,41.12
55,-282.18,329.15,41.21
64,-293.82,358.46,30.67
61,-300.21,366.11,31
110,-275.69,321.5,51.18
305,-268.01,327.9,51.09
149,-287.3,350.92,41.19
161,-280.9,343.24,41.15
283,-274.41,335.59,51.12
36,-294.99,344.52,41.28
45,-288.58,336.84,41.24
87,-282.09,329.18,51.21
132,-293.7,358.6,41.22
114,-300.1,366.29,41.25
28,-301.39,352.2,41.31
123,-275.6,321.53,61.18
385,-267.92,327.94,61.09
218,-287.21,350.95,51.19
253,-280.81,343.27,51.15
325,-274.32,335.62,61.12
50,-294.89,344.55,51.28
67,-288.49,336.87,51.24
90,-282,329.22,61.21
144,-300.01,366.32,51.25
181,-293.61,358.64,51.22
41,-301.29,352.23,51.31
33,-307.69,359.92,51.34
223,-267.83,327.97,71.09
64,-275.51,321.57,71.18
206,-287.12,350.98,61.18
267,-280.72,343.3,61.15
176,-274.23,335.65,71.12
49,-294.8,344.58,61.28
67,-288.4,336.9,61.24
47,-281.91,329.25,71.21
71,-300.52,359.33,66.28
97,-287.03,351.02,71.18
127,-280.63,343.33,71.15
27,-274.73,328.66,86.15
25,-294.71,344.62,71.28
35,-288.31,336.93,71.24
35,-986.62,1785.55,6.14
34,-986.61,1785.53,6.14
35,-986.63,1785.54,6.12
35,-986.67,1785.49,6.11
35,-986.66,1785.48,6.12
35,-986.63,1785.54,6.17
34,-986.6,1785.54,6.15
34,-986.61,1785.52,6.14
35,-986.6,1785.57,6.15
35,-986.62,1785.55,6.12
34,-986.58,1785.56,6.16
35,-986.68,1785.48,6.11
35,-986.67,1785.46,6.12
34,-986.65,1785.46,6.12
34,-986.65,1785.48,6.14
35,-986.67,1785.46,6.14
71,-1056.84,1697.12,9.85
68,-1076.13,1691.2,11.58
68,-1069.97,1697.38,11.74
35,-986.67,1785.49,6.13
35,-986.68,1785.48,6.13
35,-986.7,1785.46,6.14
35,-986.71,1785.45,6.14
34,-986.58,1785.6,6.15
33,-986.55,1785.58,6.16
35,-986.6,1785.57,6.2
35,-986.62,1785.54,6.2
33,-986.54,1785.57,6.17
35,-986.65,1785.52,6.12
35,-986.66,1785.49,6.11
35,-986.65,1785.51,6.16
34,-986.63,1785.49,6.14
34,-986.61,1785.53,6.12
34,-986.6,1785.52,6.16
34,-986.6,1785.57,6.12
33,-986.57,1785.54,6.17
35,-986.7,1785.47,6.11
35,-986.71,1785.45,6.11
35,-986.68,1785.45,6.12
35,-986.7,1785.44,6.12
35,-986.68,1785.47,6.1
34,-986.65,1785.47,6.11
34,-986.64,1785.46,6.14
34,-986.66,1785.45,6.14
34,-986.66,1785.45,6.12
35,-986.68,1785.45,6.14
35,-986.7,1785.44,6.14
34,-986.65,1785.46,6.17
35,-986.72,1785.44,6.11
35,-986.74,1785.43,6.11
35,-986.71,1785.42,6.12
35,-986.73,1785.41,6.12
35,-986.73,1785.41,6.14
35,-986.71,1785.42,6.14
35,-986.74,1785.39,6.13
35,-986.77,1785.36,6.13
71,-1056.99,1696.71,9.83
71,-1057.01,1696.74,9.52
68,-1070.05,1697.93,11.77
71,-1056.99,1696.73,10.32
71,-1057.2,1697.23,9.89
71,-1056.75,1697.16,9.54
71,-1057.28,1697.25,9.63
71,-1056.84,1697.12,10.32
72,-1056.65,1697.13,9.73
